termin,wochentag,art,zone,dayofweek
2020-12-11,Fr,Kehrichtabfuhr,A,5
2020-12-18,Fr,Kehrichtabfuhr,A,5
2020-01-09,Do,Kehrichtabfuhr,B,4
2020-01-23,Do,Kehrichtabfuhr,B,4
2020-01-27,Mo,Kehrichtabfuhr,B,1
2020-02-06,Do,Kehrichtabfuhr,B,4
2020-02-13,Do,Kehrichtabfuhr,B,4
2020-02-17,Mo,Kehrichtabfuhr,B,1
2020-02-27,Do,Kehrichtabfuhr,B,4
2020-03-02,Mo,Kehrichtabfuhr,B,1
2020-03-05,Do,Kehrichtabfuhr,B,4
2020-03-16,Mo,Kehrichtabfuhr,B,1
2020-03-26,Do,Kehrichtabfuhr,B,4
2020-04-09,Do,Kehrichtabfuhr,B,4
2020-04-20,Mo,Kehrichtabfuhr,B,1
2020-04-27,Mo,Kehrichtabfuhr,B,1
2020-05-07,Do,Kehrichtabfuhr,B,4
2020-06-04,Do,Kehrichtabfuhr,B,4
2020-07-02,Do,Kehrichtabfuhr,B,4
2020-07-16,Do,Kehrichtabfuhr,B,4
2020-07-23,Do,Kehrichtabfuhr,B,4
2020-08-10,Mo,Kehrichtabfuhr,B,1
2020-08-17,Mo,Kehrichtabfuhr,B,1
2020-08-24,Mo,Kehrichtabfuhr,B,1
2020-09-21,Mo,Kehrichtabfuhr,B,1
2020-10-05,Mo,Kehrichtabfuhr,B,1
2020-10-08,Do,Kehrichtabfuhr,B,4
2020-10-22,Do,Kehrichtabfuhr,B,4
2020-11-16,Mo,Kehrichtabfuhr,B,1
2020-11-19,Do,Kehrichtabfuhr,B,4
2020-11-26,Do,Kehrichtabfuhr,B,4
2020-12-10,Do,Kehrichtabfuhr,B,4
2020-12-28,Mo,Kehrichtabfuhr,B,1
2020-01-13,Mo,Kehrichtabfuhr,C,1
2020-02-03,Mo,Kehrichtabfuhr,C,1
2020-02-17,Mo,Kehrichtabfuhr,C,1
2020-02-27,Do,Kehrichtabfuhr,C,4
2020-03-05,Do,Kehrichtabfuhr,C,4
2020-03-23,Mo,Kehrichtabfuhr,C,1
2020-04-06,Mo,Kehrichtabfuhr,C,1
2020-04-09,Do,Kehrichtabfuhr,C,4
2020-04-16,Do,Kehrichtabfuhr,C,4
2020-04-23,Do,Kehrichtabfuhr,C,4
2020-05-04,Mo,Kehrichtabfuhr,C,1
2020-05-07,Do,Kehrichtabfuhr,C,4
2020-05-28,Do,Kehrichtabfuhr,C,4
2020-06-08,Mo,Kehrichtabfuhr,C,1
2020-06-11,Do,Kehrichtabfuhr,C,4
2020-07-02,Do,Kehrichtabfuhr,C,4
2020-07-06,Mo,Kehrichtabfuhr,C,1
2020-07-13,Mo,Kehrichtabfuhr,C,1
2020-07-20,Mo,Kehrichtabfuhr,C,1
2020-08-03,Mo,Kehrichtabfuhr,C,1
2020-08-06,Do,Kehrichtabfuhr,C,4
2020-08-10,Mo,Kehrichtabfuhr,C,1
2020-08-31,Mo,Kehrichtabfuhr,C,1
2020-09-21,Mo,Kehrichtabfuhr,C,1
2020-09-24,Do,Kehrichtabfuhr,C,4
2020-10-08,Do,Kehrichtabfuhr,C,4
2020-10-15,Do,Kehrichtabfuhr,C,4
2020-10-19,Mo,Kehrichtabfuhr,C,1
2020-10-22,Do,Kehrichtabfuhr,C,4
2020-10-26,Mo,Kehrichtabfuhr,C,1
2020-10-29,Do,Kehrichtabfuhr,C,4
2020-11-12,Do,Kehrichtabfuhr,C,4
2020-11-16,Mo,Kehrichtabfuhr,C,1
2020-12-10,Do,Kehrichtabfuhr,C,4
2020-12-24,Do,Kehrichtabfuhr,C,4
2020-01-03,Fr,Kehrichtabfuhr,D,5
2020-01-10,Fr,Kehrichtabfuhr,D,5
2020-01-14,Di,Kehrichtabfuhr,D,2
2020-02-04,Di,Kehrichtabfuhr,D,2
2020-02-21,Fr,Kehrichtabfuhr,D,5
2020-02-28,Fr,Kehrichtabfuhr,D,5
2020-03-10,Di,Kehrichtabfuhr,D,2
2020-03-13,Fr,Kehrichtabfuhr,D,5
2020-03-17,Di,Kehrichtabfuhr,D,2
2020-03-24,Di,Kehrichtabfuhr,D,2
2020-04-07,Di,Kehrichtabfuhr,D,2
2020-04-21,Di,Kehrichtabfuhr,D,2
2020-04-24,Fr,Kehrichtabfuhr,D,5
2020-04-28,Di,Kehrichtabfuhr,D,2
2020-05-08,Fr,Kehrichtabfuhr,D,5
2020-05-12,Di,Kehrichtabfuhr,D,2
2020-05-19,Di,Kehrichtabfuhr,D,2
2020-05-29,Fr,Kehrichtabfuhr,D,5
2020-06-02,Di,Kehrichtabfuhr,D,2
2020-06-19,Fr,Kehrichtabfuhr,D,5
2020-07-03,Fr,Kehrichtabfuhr,D,5
2020-07-07,Di,Kehrichtabfuhr,D,2
2020-07-10,Fr,Kehrichtabfuhr,D,5
2020-07-14,Di,Kehrichtabfuhr,D,2
2020-07-28,Di,Kehrichtabfuhr,D,2
2020-08-07,Fr,Kehrichtabfuhr,D,5
2020-08-11,Di,Kehrichtabfuhr,D,2
2020-08-14,Fr,Kehrichtabfuhr,D,5
2020-08-21,Fr,Kehrichtabfuhr,D,5
2020-08-25,Di,Kehrichtabfuhr,D,2
2020-09-01,Di,Kehrichtabfuhr,D,2
2020-09-29,Di,Kehrichtabfuhr,D,2
2020-10-02,Fr,Kehrichtabfuhr,D,5
2020-10-13,Di,Kehrichtabfuhr,D,2
2020-10-20,Di,Kehrichtabfuhr,D,2
2020-10-23,Fr,Kehrichtabfuhr,D,5
2020-10-27,Di,Kehrichtabfuhr,D,2
2020-10-30,Fr,Kehrichtabfuhr,D,5
2020-11-06,Fr,Kehrichtabfuhr,D,5
2020-11-13,Fr,Kehrichtabfuhr,D,5
2020-11-17,Di,Kehrichtabfuhr,D,2
2020-11-20,Fr,Kehrichtabfuhr,D,5
2020-11-24,Di,Kehrichtabfuhr,D,2
2020-11-27,Fr,Kehrichtabfuhr,D,5
2020-12-08,Di,Kehrichtabfuhr,D,2
2020-12-18,Fr,Kehrichtabfuhr,D,5
2020-12-29,Di,Kehrichtabfuhr,D,2
2020-02-18,Di,Kehrichtabfuhr,E,2
2020-03-10,Di,Kehrichtabfuhr,E,2
2020-03-17,Di,Kehrichtabfuhr,E,2
2020-03-20,Fr,Kehrichtabfuhr,E,5
2020-03-24,Di,Kehrichtabfuhr,E,2
2020-04-21,Di,Kehrichtabfuhr,E,2
2020-04-24,Fr,Kehrichtabfuhr,E,5
2020-05-12,Di,Kehrichtabfuhr,E,2
2020-05-15,Fr,Kehrichtabfuhr,E,5
2020-05-26,Di,Kehrichtabfuhr,E,2
2020-06-12,Fr,Kehrichtabfuhr,E,5
2020-06-16,Di,Kehrichtabfuhr,E,2
2020-06-23,Di,Kehrichtabfuhr,E,2
2020-06-26,Fr,Kehrichtabfuhr,E,5
2020-07-10,Fr,Kehrichtabfuhr,E,5
2020-07-14,Di,Kehrichtabfuhr,E,2
2020-07-21,Di,Kehrichtabfuhr,E,2
2020-08-11,Di,Kehrichtabfuhr,E,2
2020-08-25,Di,Kehrichtabfuhr,E,2
2020-08-28,Fr,Kehrichtabfuhr,E,5
2020-09-01,Di,Kehrichtabfuhr,E,2
2020-09-08,Di,Kehrichtabfuhr,E,2
2020-09-25,Fr,Kehrichtabfuhr,E,5
2020-10-09,Fr,Kehrichtabfuhr,E,5
2020-10-13,Di,Kehrichtabfuhr,E,2
2020-10-20,Di,Kehrichtabfuhr,E,2
2020-10-30,Fr,Kehrichtabfuhr,E,5
2020-11-13,Fr,Kehrichtabfuhr,E,5
2020-11-20,Fr,Kehrichtabfuhr,E,5
2020-11-27,Fr,Kehrichtabfuhr,E,5
2020-12-29,Di,Kehrichtabfuhr,E,2
2020-01-13,Mo,Kehrichtabfuhr,F,1
2020-01-16,Do,Kehrichtabfuhr,F,4
2020-01-20,Mo,Kehrichtabfuhr,F,1
2020-01-23,Do,Kehrichtabfuhr,F,4
2020-01-30,Do,Kehrichtabfuhr,F,4
2020-02-03,Mo,Kehrichtabfuhr,F,1
2020-02-13,Do,Kehrichtabfuhr,F,4
2020-02-24,Mo,Kehrichtabfuhr,F,1
2020-03-16,Mo,Kehrichtabfuhr,F,1
2020-03-19,Do,Kehrichtabfuhr,F,4
2020-04-09,Do,Kehrichtabfuhr,F,4
2020-05-07,Do,Kehrichtabfuhr,F,4
2020-05-11,Mo,Kehrichtabfuhr,F,1
2020-07-23,Do,Kehrichtabfuhr,F,4
2020-08-03,Mo,Kehrichtabfuhr,F,1
2020-08-10,Mo,Kehrichtabfuhr,F,1
2020-08-31,Mo,Kehrichtabfuhr,F,1
2020-09-07,Mo,Kehrichtabfuhr,F,1
2020-09-14,Mo,Kehrichtabfuhr,F,1
2020-10-19,Mo,Kehrichtabfuhr,F,1
2020-10-22,Do,Kehrichtabfuhr,F,4
2020-10-29,Do,Kehrichtabfuhr,F,4
2020-11-05,Do,Kehrichtabfuhr,F,4
2020-11-09,Mo,Kehrichtabfuhr,F,1
2020-11-16,Mo,Kehrichtabfuhr,F,1
2020-11-19,Do,Kehrichtabfuhr,F,4
2020-11-23,Mo,Kehrichtabfuhr,F,1
2020-11-26,Do,Kehrichtabfuhr,F,4
2020-12-21,Mo,Kehrichtabfuhr,F,1
2020-12-31,Do,Kehrichtabfuhr,F,4
2020-01-13,Mo,Kehrichtabfuhr,G,1
2020-01-20,Mo,Kehrichtabfuhr,G,1
2020-01-23,Do,Kehrichtabfuhr,G,4
2020-01-27,Mo,Kehrichtabfuhr,G,1
2020-02-06,Do,Kehrichtabfuhr,G,4
2020-03-16,Mo,Kehrichtabfuhr,G,1
2020-04-02,Do,Kehrichtabfuhr,G,4
2020-04-23,Do,Kehrichtabfuhr,G,4
2020-05-04,Mo,Kehrichtabfuhr,G,1
2020-05-11,Mo,Kehrichtabfuhr,G,1
2020-05-14,Do,Kehrichtabfuhr,G,4
2020-05-28,Do,Kehrichtabfuhr,G,4
2020-06-04,Do,Kehrichtabfuhr,G,4
2020-06-15,Mo,Kehrichtabfuhr,G,1
2020-06-25,Do,Kehrichtabfuhr,G,4
2020-06-29,Mo,Kehrichtabfuhr,G,1
2020-07-06,Mo,Kehrichtabfuhr,G,1
2020-07-16,Do,Kehrichtabfuhr,G,4
2020-07-20,Mo,Kehrichtabfuhr,G,1
2020-07-30,Do,Kehrichtabfuhr,G,4
2020-08-10,Mo,Kehrichtabfuhr,G,1
2020-08-17,Mo,Kehrichtabfuhr,G,1
2020-09-07,Mo,Kehrichtabfuhr,G,1
2020-09-10,Do,Kehrichtabfuhr,G,4
2020-09-14,Mo,Kehrichtabfuhr,G,1
2020-09-17,Do,Kehrichtabfuhr,G,4
2020-09-21,Mo,Kehrichtabfuhr,G,1
2020-09-24,Do,Kehrichtabfuhr,G,4
2020-10-08,Do,Kehrichtabfuhr,G,4
2020-10-12,Mo,Kehrichtabfuhr,G,1
2020-11-16,Mo,Kehrichtabfuhr,G,1
2020-11-23,Mo,Kehrichtabfuhr,G,1
2020-11-26,Do,Kehrichtabfuhr,G,4
2020-11-30,Mo,Kehrichtabfuhr,G,1
2020-12-07,Mo,Kehrichtabfuhr,G,1
2020-12-17,Do,Kehrichtabfuhr,G,4
2020-01-07,Di,Kehrichtabfuhr,H,2
2020-01-10,Fr,Kehrichtabfuhr,H,5
2020-01-17,Fr,Kehrichtabfuhr,H,5
2020-01-28,Di,Kehrichtabfuhr,H,2
2020-02-07,Fr,Kehrichtabfuhr,H,5
2020-02-18,Di,Kehrichtabfuhr,H,2
2020-02-21,Fr,Kehrichtabfuhr,H,5
2020-02-25,Di,Kehrichtabfuhr,H,2
2020-03-10,Di,Kehrichtabfuhr,H,2
2020-03-24,Di,Kehrichtabfuhr,H,2
2020-03-27,Fr,Kehrichtabfuhr,H,5
2020-03-31,Di,Kehrichtabfuhr,H,2
2020-04-14,Di,Kehrichtabfuhr,H,2
2020-05-08,Fr,Kehrichtabfuhr,H,5
2020-05-15,Fr,Kehrichtabfuhr,H,5
2020-05-26,Di,Kehrichtabfuhr,H,2
2020-06-09,Di,Kehrichtabfuhr,H,2
2020-07-03,Fr,Kehrichtabfuhr,H,5
2020-07-07,Di,Kehrichtabfuhr,H,2
2020-07-14,Di,Kehrichtabfuhr,H,2
2020-07-31,Fr,Kehrichtabfuhr,H,5
2020-08-04,Di,Kehrichtabfuhr,H,2
2020-08-14,Fr,Kehrichtabfuhr,H,5
2020-08-18,Di,Kehrichtabfuhr,H,2
2020-08-21,Fr,Kehrichtabfuhr,H,5
2020-08-25,Di,Kehrichtabfuhr,H,2
2020-09-04,Fr,Kehrichtabfuhr,H,5
2020-09-08,Di,Kehrichtabfuhr,H,2
2020-09-29,Di,Kehrichtabfuhr,H,2
2020-10-16,Fr,Kehrichtabfuhr,H,5
2020-10-23,Fr,Kehrichtabfuhr,H,5
2020-11-10,Di,Kehrichtabfuhr,H,2
2020-11-13,Fr,Kehrichtabfuhr,H,5
2020-12-04,Fr,Kehrichtabfuhr,H,5
2020-12-22,Di,Kehrichtabfuhr,H,2
2020-02-20,Do,Metallabfuhr,A,4
2020-12-28,Mo,Metallabfuhr,A,1
2020-01-24,Fr,Metallabfuhr,B,5
2020-03-03,Di,Metallabfuhr,B,2
2020-06-16,Di,Metallabfuhr,C,2
2020-03-24,Di,Metallabfuhr,D,2
2020-11-04,Mi,Metallabfuhr,D,3
2020-01-20,Mo,Metallabfuhr,E,1
2020-04-20,Mo,Metallabfuhr,E,1
2020-08-17,Mo,Metallabfuhr,E,1
2020-10-19,Mo,Metallabfuhr,E,1
2020-12-04,Fr,Metallabfuhr,E,5
2020-01-21,Di,Metallabfuhr,F,2
2020-02-18,Di,Metallabfuhr,F,2
2020-12-14,Mo,Metallabfuhr,F,1
2020-04-08,Mi,Metallabfuhr,G,3
2020-09-14,Mo,Metallabfuhr,G,1
2020-01-07,Di,Metallabfuhr,H,2
2020-03-02,Mo,Metallabfuhr,H,1
2020-08-26,Mi,Metallabfuhr,H,3
2020-12-01,Di,Metallabfuhr,H,2
2020-01-08,Mi,Papierabfuhr,A,3
2020-02-05,Mi,Papierabfuhr,A,3
2020-04-08,Mi,Papierabfuhr,A,3
2020-06-03,Mi,Papierabfuhr,A,3
2020-07-01,Mi,Papierabfuhr,A,3
2020-11-18,Mi,Papierabfuhr,A,3
2020-05-06,Mi,Papierabfuhr,B,3
2020-06-03,Mi,Papierabfuhr,B,3
2020-07-01,Mi,Papierabfuhr,B,3
2020-07-29,Mi,Papierabfuhr,B,3
2020-01-29,Mi,Papierabfuhr,C,3
2020-07-22,Mi,Papierabfuhr,C,3
2020-08-19,Mi,Papierabfuhr,C,3
2020-09-16,Mi,Papierabfuhr,C,3
2020-04-29,Mi,Papierabfuhr,D,3
2020-05-27,Mi,Papierabfuhr,D,3
2020-09-16,Mi,Papierabfuhr,D,3
2020-10-14,Mi,Papierabfuhr,D,3
2020-04-15,Mi,Papierabfuhr,E,3
2020-07-08,Mi,Papierabfuhr,E,3
2020-08-05,Mi,Papierabfuhr,E,3
2020-09-30,Mi,Papierabfuhr,E,3
2020-11-25,Mi,Papierabfuhr,E,3
2020-12-23,Mi,Papierabfuhr,E,3
2020-07-08,Mi,Papierabfuhr,F,3
2020-08-05,Mi,Papierabfuhr,F,3
2020-10-28,Mi,Papierabfuhr,F,3
2020-11-25,Mi,Papierabfuhr,F,3
2020-05-20,Mi,Papierabfuhr,G,3
2020-06-17,Mi,Papierabfuhr,G,3
2020-08-12,Mi,Papierabfuhr,G,3
2020-01-22,Mi,Papierabfuhr,H,3
2020-03-25,Mi,Papierabfuhr,H,3
2020-04-22,Mi,Papierabfuhr,H,3
2020-05-20,Mi,Papierabfuhr,H,3
2020-06-17,Mi,Papierabfuhr,H,3
2020-10-07,Mi,Papierabfuhr,H,3
2020-12-02,Mi,Papierabfuhr,H,3
2020-01-20,Mo,Unbrennbares,A,1
2020-03-09,Mo,Unbrennbares,A,1
2020-04-20,Mo,Unbrennbares,A,1
2020-08-17,Mo,Unbrennbares,A,1
2020-10-02,Fr,Unbrennbares,A,5
2020-03-06,Fr,Unbrennbares,B,5
2020-04-28,Di,Unbrennbares,B,2
2020-05-19,Di,Unbrennbares,B,2
2020-08-06,Do,Unbrennbares,B,4
2020-01-21,Di,Unbrennbares,C,2
2020-01-06,Mo,Unbrennbares,D,1
2020-04-06,Mo,Unbrennbares,D,1
2020-07-10,Fr,Unbrennbares,D,5
2020-02-20,Do,Unbrennbares,E,4
2020-05-25,Mo,Unbrennbares,E,1
2020-09-14,Mo,Unbrennbares,E,1
2020-11-09,Mo,Unbrennbares,E,1
2020-12-21,Mo,Unbrennbares,E,1
2020-01-17,Fr,Unbrennbares,F,5
2020-02-21,Fr,Unbrennbares,F,5
2020-07-31,Fr,Unbrennbares,F,5
2020-08-28,Fr,Unbrennbares,F,5
2020-12-11,Fr,Unbrennbares,F,5
2020-02-04,Di,Unbrennbares,G,2
2020-04-07,Di,Unbrennbares,G,2
2020-06-02,Di,Unbrennbares,G,2
2020-01-16,Do,Unbrennbares,H,4
2020-04-16,Do,Unbrennbares,H,4
2020-06-04,Do,Unbrennbares,H,4
2020-08-13,Do,Unbrennbares,H,4
2020-09-14,Mo,Häckseldienst,A,1
2020-11-23,Mo,Häckseldienst,A,1
2020-02-24,Mo,Häckseldienst,B,1
2020-04-06,Mo,Häckseldienst,B,1
2020-09-14,Mo,Häckseldienst,B,1
2020-11-23,Mo,Häckseldienst,B,1
2020-09-14,Mo,Häckseldienst,C,1
2020-11-23,Mo,Häckseldienst,C,1
2020-02-24,Mo,Häckseldienst,D,1
2020-04-08,Mi,Häckseldienst,E,3
2020-06-17,Mi,Häckseldienst,E,3
2020-09-16,Mi,Häckseldienst,F,3
2020-02-25,Di,Häckseldienst,G,2
2020-09-15,Di,Häckseldienst,G,2
2020-11-24,Di,Häckseldienst,G,2
2021-01-12,Di,Kehrichtabfuhr,A,2
2021-02-16,Di,Kehrichtabfuhr,A,2
2021-02-23,Di,Kehrichtabfuhr,A,2
2021-03-09,Di,Kehrichtabfuhr,A,2
2021-03-30,Di,Kehrichtabfuhr,A,2
2021-04-06,Di,Kehrichtabfuhr,A,2
2021-04-09,Fr,Kehrichtabfuhr,A,5
2021-04-20,Di,Kehrichtabfuhr,A,2
2021-05-04,Di,Kehrichtabfuhr,A,2
2021-05-07,Fr,Kehrichtabfuhr,A,5
2021-05-11,Di,Kehrichtabfuhr,A,2
2021-05-14,Fr,Kehrichtabfuhr,A,5
2021-05-18,Di,Kehrichtabfuhr,A,2
2021-05-21,Fr,Kehrichtabfuhr,A,5
2021-06-04,Fr,Kehrichtabfuhr,A,5
2021-06-11,Fr,Kehrichtabfuhr,A,5
2021-06-29,Di,Kehrichtabfuhr,A,2
2021-07-02,Fr,Kehrichtabfuhr,A,5
2021-07-09,Fr,Kehrichtabfuhr,A,5
2021-07-20,Di,Kehrichtabfuhr,A,2
2021-07-23,Fr,Kehrichtabfuhr,A,5
2021-08-17,Di,Kehrichtabfuhr,A,2
2021-08-27,Fr,Kehrichtabfuhr,A,5
2021-08-31,Di,Kehrichtabfuhr,A,2
2021-09-14,Di,Kehrichtabfuhr,A,2
2021-09-21,Di,Kehrichtabfuhr,A,2
2021-10-01,Fr,Kehrichtabfuhr,A,5
2021-10-08,Fr,Kehrichtabfuhr,A,5
2021-10-12,Di,Kehrichtabfuhr,A,2
2021-10-15,Fr,Kehrichtabfuhr,A,5
2021-10-19,Di,Kehrichtabfuhr,A,2
2021-10-26,Di,Kehrichtabfuhr,A,2
2021-11-02,Di,Kehrichtabfuhr,A,2
2021-11-09,Di,Kehrichtabfuhr,A,2
2021-11-12,Fr,Kehrichtabfuhr,A,5
2021-11-26,Fr,Kehrichtabfuhr,A,5
2021-12-24,Fr,Kehrichtabfuhr,A,5
2021-12-31,Fr,Kehrichtabfuhr,A,5
2021-01-04,Mo,Kehrichtabfuhr,B,1
2021-01-11,Mo,Kehrichtabfuhr,B,1
2021-01-14,Do,Kehrichtabfuhr,B,4
2021-01-18,Mo,Kehrichtabfuhr,B,1
2021-02-04,Do,Kehrichtabfuhr,B,4
2021-02-11,Do,Kehrichtabfuhr,B,4
2021-02-15,Mo,Kehrichtabfuhr,B,1
2021-02-25,Do,Kehrichtabfuhr,B,4
2021-03-18,Do,Kehrichtabfuhr,B,4
2021-03-25,Do,Kehrichtabfuhr,B,4
2021-03-29,Mo,Kehrichtabfuhr,B,1
2021-04-22,Do,Kehrichtabfuhr,B,4
2021-05-10,Mo,Kehrichtabfuhr,B,1
2021-05-31,Mo,Kehrichtabfuhr,B,1
2021-06-03,Do,Kehrichtabfuhr,B,4
2021-06-17,Do,Kehrichtabfuhr,B,4
2021-07-15,Do,Kehrichtabfuhr,B,4
2021-07-22,Do,Kehrichtabfuhr,B,4
2021-08-02,Mo,Kehrichtabfuhr,B,1
2021-08-05,Do,Kehrichtabfuhr,B,4
2021-08-09,Mo,Kehrichtabfuhr,B,1
2021-08-16,Mo,Kehrichtabfuhr,B,1
2021-08-19,Do,Kehrichtabfuhr,B,4
2021-09-09,Do,Kehrichtabfuhr,B,4
2021-09-13,Mo,Kehrichtabfuhr,B,1
2021-09-20,Mo,Kehrichtabfuhr,B,1
2021-09-30,Do,Kehrichtabfuhr,B,4
2021-10-14,Do,Kehrichtabfuhr,B,4
2021-10-25,Mo,Kehrichtabfuhr,B,1
2021-11-01,Mo,Kehrichtabfuhr,B,1
2021-12-06,Mo,Kehrichtabfuhr,B,1
2021-12-16,Do,Kehrichtabfuhr,B,4
2021-01-11,Mo,Kehrichtabfuhr,C,1
2021-01-21,Do,Kehrichtabfuhr,C,4
2021-01-28,Do,Kehrichtabfuhr,C,4
2021-02-11,Do,Kehrichtabfuhr,C,4
2021-02-25,Do,Kehrichtabfuhr,C,4
2021-03-18,Do,Kehrichtabfuhr,C,4
2021-03-29,Mo,Kehrichtabfuhr,C,1
2021-04-12,Mo,Kehrichtabfuhr,C,1
2021-05-03,Mo,Kehrichtabfuhr,C,1
2021-05-20,Do,Kehrichtabfuhr,C,4
2021-05-27,Do,Kehrichtabfuhr,C,4
2021-06-17,Do,Kehrichtabfuhr,C,4
2021-06-24,Do,Kehrichtabfuhr,C,4
2021-07-08,Do,Kehrichtabfuhr,C,4
2021-07-15,Do,Kehrichtabfuhr,C,4
2021-08-09,Mo,Kehrichtabfuhr,C,1
2021-08-16,Mo,Kehrichtabfuhr,C,1
2021-08-19,Do,Kehrichtabfuhr,C,4
2021-08-26,Do,Kehrichtabfuhr,C,4
2021-08-30,Mo,Kehrichtabfuhr,C,1
2021-09-27,Mo,Kehrichtabfuhr,C,1
2021-09-30,Do,Kehrichtabfuhr,C,4
2021-10-04,Mo,Kehrichtabfuhr,C,1
2021-10-11,Mo,Kehrichtabfuhr,C,1
2021-10-14,Do,Kehrichtabfuhr,C,4
2021-10-21,Do,Kehrichtabfuhr,C,4
2021-10-25,Mo,Kehrichtabfuhr,C,1
2021-11-08,Mo,Kehrichtabfuhr,C,1
2021-11-11,Do,Kehrichtabfuhr,C,4
2021-11-25,Do,Kehrichtabfuhr,C,4
2021-12-02,Do,Kehrichtabfuhr,C,4
2021-12-13,Mo,Kehrichtabfuhr,C,1
2021-12-27,Mo,Kehrichtabfuhr,C,1
2021-01-05,Di,Kehrichtabfuhr,D,2
2021-01-12,Di,Kehrichtabfuhr,D,2
2021-01-15,Fr,Kehrichtabfuhr,D,5
2021-01-19,Di,Kehrichtabfuhr,D,2
2021-01-22,Fr,Kehrichtabfuhr,D,5
2021-02-12,Fr,Kehrichtabfuhr,D,5
2021-03-02,Di,Kehrichtabfuhr,D,2
2021-03-23,Di,Kehrichtabfuhr,D,2
2021-04-06,Di,Kehrichtabfuhr,D,2
2021-04-13,Di,Kehrichtabfuhr,D,2
2021-04-16,Fr,Kehrichtabfuhr,D,5
2021-04-30,Fr,Kehrichtabfuhr,D,5
2021-05-07,Fr,Kehrichtabfuhr,D,5
2021-06-01,Di,Kehrichtabfuhr,D,2
2021-06-18,Fr,Kehrichtabfuhr,D,5
2021-07-02,Fr,Kehrichtabfuhr,D,5
2021-07-16,Fr,Kehrichtabfuhr,D,5
2021-07-20,Di,Kehrichtabfuhr,D,2
2021-07-23,Fr,Kehrichtabfuhr,D,5
2021-08-24,Di,Kehrichtabfuhr,D,2
2021-09-10,Fr,Kehrichtabfuhr,D,5
2021-09-14,Di,Kehrichtabfuhr,D,2
2021-09-17,Fr,Kehrichtabfuhr,D,5
2021-09-28,Di,Kehrichtabfuhr,D,2
2021-10-08,Fr,Kehrichtabfuhr,D,5
2021-10-22,Fr,Kehrichtabfuhr,D,5
2021-11-05,Fr,Kehrichtabfuhr,D,5
2021-11-09,Di,Kehrichtabfuhr,D,2
2021-12-10,Fr,Kehrichtabfuhr,D,5
2021-12-14,Di,Kehrichtabfuhr,D,2
2021-12-17,Fr,Kehrichtabfuhr,D,5
2021-12-24,Fr,Kehrichtabfuhr,D,5
2021-12-28,Di,Kehrichtabfuhr,D,2
2021-12-31,Fr,Kehrichtabfuhr,D,5
2021-01-05,Di,Kehrichtabfuhr,E,2
2021-01-08,Fr,Kehrichtabfuhr,E,5
2021-01-29,Fr,Kehrichtabfuhr,E,5
2021-02-09,Di,Kehrichtabfuhr,E,2
2021-02-12,Fr,Kehrichtabfuhr,E,5
2021-02-16,Di,Kehrichtabfuhr,E,2
2021-03-02,Di,Kehrichtabfuhr,E,2
2021-03-05,Fr,Kehrichtabfuhr,E,5
2021-03-12,Fr,Kehrichtabfuhr,E,5
2021-03-26,Fr,Kehrichtabfuhr,E,5
2021-04-16,Fr,Kehrichtabfuhr,E,5
2021-04-20,Di,Kehrichtabfuhr,E,2
2021-04-23,Fr,Kehrichtabfuhr,E,5
2021-04-30,Fr,Kehrichtabfuhr,E,5
2021-05-14,Fr,Kehrichtabfuhr,E,5
2021-05-21,Fr,Kehrichtabfuhr,E,5
2021-06-01,Di,Kehrichtabfuhr,E,2
2021-06-04,Fr,Kehrichtabfuhr,E,5
2021-06-11,Fr,Kehrichtabfuhr,E,5
2021-06-15,Di,Kehrichtabfuhr,E,2
2021-06-22,Di,Kehrichtabfuhr,E,2
2021-06-29,Di,Kehrichtabfuhr,E,2
2021-07-13,Di,Kehrichtabfuhr,E,2
2021-07-30,Fr,Kehrichtabfuhr,E,5
2021-08-06,Fr,Kehrichtabfuhr,E,5
2021-08-10,Di,Kehrichtabfuhr,E,2
2021-08-17,Di,Kehrichtabfuhr,E,2
2021-09-07,Di,Kehrichtabfuhr,E,2
2021-09-10,Fr,Kehrichtabfuhr,E,5
2021-09-14,Di,Kehrichtabfuhr,E,2
2021-09-24,Fr,Kehrichtabfuhr,E,5
2021-10-19,Di,Kehrichtabfuhr,E,2
2021-10-22,Fr,Kehrichtabfuhr,E,5
2021-11-09,Di,Kehrichtabfuhr,E,2
2021-11-12,Fr,Kehrichtabfuhr,E,5
2021-11-23,Di,Kehrichtabfuhr,E,2
2021-11-26,Fr,Kehrichtabfuhr,E,5
2021-12-07,Di,Kehrichtabfuhr,E,2
2021-12-14,Di,Kehrichtabfuhr,E,2
2021-12-17,Fr,Kehrichtabfuhr,E,5
2021-12-24,Fr,Kehrichtabfuhr,E,5
2021-12-31,Fr,Kehrichtabfuhr,E,5
2021-01-14,Do,Kehrichtabfuhr,F,4
2021-02-08,Mo,Kehrichtabfuhr,F,1
2021-02-11,Do,Kehrichtabfuhr,F,4
2021-02-18,Do,Kehrichtabfuhr,F,4
2021-03-04,Do,Kehrichtabfuhr,F,4
2021-03-08,Mo,Kehrichtabfuhr,F,1
2021-03-18,Do,Kehrichtabfuhr,F,4
2021-04-01,Do,Kehrichtabfuhr,F,4
2021-04-19,Mo,Kehrichtabfuhr,F,1
2021-05-17,Mo,Kehrichtabfuhr,F,1
