"PLZ","Station","Abholdatum"
8001,"Burgwies","2018-01-08"
8001,"Burgwies","2018-02-05"
8001,"Burgwies","2018-03-05"
8001,"Burgwies","2018-04-09"
8001,"Burgwies","2018-05-07"
8001,"Burgwies","2018-06-18"
8001,"Burgwies","2018-08-13"
8001,"Burgwies","2018-09-10"
8001,"Burgwies","2018-10-08"
8001,"Burgwies","2018-11-05"
8001,"Burgwies","2018-12-03"
8001,"Tramdepot Hard","2018-01-06"
8001,"Tramdepot Hard","2018-02-03"
8001,"Tramdepot Hard","2018-03-03"
8001,"Tramdepot Hard","2018-04-07"
8001,"Tramdepot Hard","2018-05-12"
8001,"Tramdepot Hard","2018-06-09"
8001,"Tramdepot Hard","2018-08-18"
8001,"Tramdepot Hard","2018-09-15"
8001,"Tramdepot Hard","2018-10-13"
8001,"Tramdepot Hard","2018-11-10"
8001,"Tramdepot Hard","2018-12-08"
8001,"Tramdepot Universität Irchel","2018-01-04"
8001,"Tramdepot Universität Irchel","2018-02-01"
8001,"Tramdepot Universität Irchel","2018-03-01"
8001,"Tramdepot Universität Irchel","2018-03-29"
8001,"Tramdepot Universität Irchel","2018-04-12"
8001,"Tramdepot Universität Irchel","2018-05-31"
8001,"Tramdepot Universität Irchel","2018-06-14"
8001,"Tramdepot Universität Irchel","2018-08-23"
8001,"Tramdepot Universität Irchel","2018-09-20"
8001,"Tramdepot Universität Irchel","2018-10-18"
8001,"Tramdepot Universität Irchel","2018-11-15"
8001,"Tramdepot Universität Irchel","2018-12-13"
8002,"Strassenverkehrsamt","2018-01-12"
8002,"Strassenverkehrsamt","2018-02-09"
8002,"Strassenverkehrsamt","2018-03-09"
8002,"Strassenverkehrsamt","2018-04-13"
8002,"Strassenverkehrsamt","2018-05-04"
8002,"Strassenverkehrsamt","2018-06-01"
8002,"Strassenverkehrsamt","2018-06-29"
8002,"Strassenverkehrsamt","2018-08-24"
8002,"Strassenverkehrsamt","2018-09-21"
8002,"Strassenverkehrsamt","2018-10-19"
8002,"Strassenverkehrsamt","2018-11-16"
8002,"Strassenverkehrsamt","2018-12-14"
8002,"Wollishofen","2018-01-15"
8002,"Wollishofen","2018-02-12"
8002,"Wollishofen","2018-03-12"
8002,"Wollishofen","2018-04-16"
8002,"Wollishofen","2018-05-14"
8002,"Wollishofen","2018-06-11"
8002,"Wollishofen","2018-08-20"
8002,"Wollishofen","2018-09-17"
8002,"Wollishofen","2018-10-15"
8002,"Wollishofen","2018-11-12"
8002,"Wollishofen","2018-12-10"
8003,"Letzigrund","2018-01-31"
8003,"Letzigrund","2018-02-14"
8003,"Letzigrund","2018-03-14"
8003,"Letzigrund","2018-04-11"
8003,"Letzigrund","2018-05-09"
8003,"Letzigrund","2018-06-06"
8003,"Letzigrund","2018-08-22"
8003,"Letzigrund","2018-09-19"
8003,"Letzigrund","2018-10-17"
8003,"Letzigrund","2018-11-07"
8003,"Letzigrund","2018-12-05"
8003,"Strassenverkehrsamt","2018-01-12"
8003,"Strassenverkehrsamt","2018-02-09"
8003,"Strassenverkehrsamt","2018-03-09"
8003,"Strassenverkehrsamt","2018-04-13"
8003,"Strassenverkehrsamt","2018-05-04"
8003,"Strassenverkehrsamt","2018-06-01"
8003,"Strassenverkehrsamt","2018-06-29"
8003,"Strassenverkehrsamt","2018-08-24"
8003,"Strassenverkehrsamt","2018-09-21"
8003,"Strassenverkehrsamt","2018-10-19"
8003,"Strassenverkehrsamt","2018-11-16"
8003,"Strassenverkehrsamt","2018-12-14"
8004,"Letzigrund","2018-01-31"
8004,"Letzigrund","2018-02-14"
8004,"Letzigrund","2018-03-14"
8004,"Letzigrund","2018-04-11"
8004,"Letzigrund","2018-05-09"
8004,"Letzigrund","2018-06-06"
8004,"Letzigrund","2018-08-22"
8004,"Letzigrund","2018-09-19"
8004,"Letzigrund","2018-10-17"
8004,"Letzigrund","2018-11-07"
8004,"Letzigrund","2018-12-05"
8004,"Tramdepot Hard","2018-01-06"
8004,"Tramdepot Hard","2018-02-03"
8004,"Tramdepot Hard","2018-03-03"
8004,"Tramdepot Hard","2018-04-07"
8004,"Tramdepot Hard","2018-05-12"
8004,"Tramdepot Hard","2018-06-09"
8004,"Tramdepot Hard","2018-08-18"
8004,"Tramdepot Hard","2018-09-15"
8004,"Tramdepot Hard","2018-10-13"
8004,"Tramdepot Hard","2018-11-10"
8004,"Tramdepot Hard","2018-12-08"
8005,"Tramdepot Hard","2018-01-06"
8005,"Tramdepot Hard","2018-02-03"
8005,"Tramdepot Hard","2018-03-03"
8005,"Tramdepot Hard","2018-04-07"
8005,"Tramdepot Hard","2018-05-12"
8005,"Tramdepot Hard","2018-06-09"
8005,"Tramdepot Hard","2018-08-18"
8005,"Tramdepot Hard","2018-09-15"
8005,"Tramdepot Hard","2018-10-13"
8005,"Tramdepot Hard","2018-11-10"
8005,"Tramdepot Hard","2018-12-08"
8006,"Tramdepot Universität Irchel","2018-01-04"
8006,"Tramdepot Universität Irchel","2018-02-01"
8006,"Tramdepot Universität Irchel","2018-03-01"
8006,"Tramdepot Universität Irchel","2018-03-29"
8006,"Tramdepot Universität Irchel","2018-04-12"
8006,"Tramdepot Universität Irchel","2018-05-31"
8006,"Tramdepot Universität Irchel","2018-06-14"
8006,"Tramdepot Universität Irchel","2018-08-23"
8006,"Tramdepot Universität Irchel","2018-09-20"
8006,"Tramdepot Universität Irchel","2018-10-18"
8006,"Tramdepot Universität Irchel","2018-11-15"
8006,"Tramdepot Universität Irchel","2018-12-13"
8008,"Burgwies","2018-01-08"
8008,"Burgwies","2018-02-05"
8008,"Burgwies","2018-03-05"
8008,"Burgwies","2018-04-09"
8008,"Burgwies","2018-05-07"
8008,"Burgwies","2018-06-18"
8008,"Burgwies","2018-08-13"
8008,"Burgwies","2018-09-10"
8008,"Burgwies","2018-10-08"
8008,"Burgwies","2018-11-05"
8008,"Burgwies","2018-12-03"
8008,"Tiefenbrunnen","2018-01-09"
8008,"Tiefenbrunnen","2018-02-06"
8008,"Tiefenbrunnen","2018-03-06"
8008,"Tiefenbrunnen","2018-04-03"
8008,"Tiefenbrunnen","2018-05-15"
8008,"Tiefenbrunnen","2018-06-12"
8008,"Tiefenbrunnen","2018-08-21"
8008,"Tiefenbrunnen","2018-09-11"
8008,"Tiefenbrunnen","2018-10-09"
8008,"Tiefenbrunnen","2018-11-13"
8008,"Tiefenbrunnen","2018-12-11"
8032,"Burgwies","2018-01-08"
8032,"Burgwies","2018-02-05"
8032,"Burgwies","2018-03-05"
8032,"Burgwies","2018-04-09"
8032,"Burgwies","2018-05-07"
8032,"Burgwies","2018-06-18"
8032,"Burgwies","2018-08-13"
8032,"Burgwies","2018-09-10"
8032,"Burgwies","2018-10-08"
8032,"Burgwies","2018-11-05"
8032,"Burgwies","2018-12-03"
8037,"Tramdepot Hard","2018-01-06"
8037,"Tramdepot Hard","2018-02-03"
8037,"Tramdepot Hard","2018-03-03"
8037,"Tramdepot Hard","2018-04-07"
8037,"Tramdepot Hard","2018-05-12"
8037,"Tramdepot Hard","2018-06-09"
8037,"Tramdepot Hard","2018-08-18"
8037,"Tramdepot Hard","2018-09-15"
8037,"Tramdepot Hard","2018-10-13"
8037,"Tramdepot Hard","2018-11-10"
8037,"Tramdepot Hard","2018-12-08"
8037,"Tramdepot Universität Irchel","2018-01-04"
8037,"Tramdepot Universität Irchel","2018-02-01"
8037,"Tramdepot Universität Irchel","2018-03-01"
8037,"Tramdepot Universität Irchel","2018-03-29"
8037,"Tramdepot Universität Irchel","2018-04-12"
8037,"Tramdepot Universität Irchel","2018-05-31"
8037,"Tramdepot Universität Irchel","2018-06-14"
8037,"Tramdepot Universität Irchel","2018-08-23"
8037,"Tramdepot Universität Irchel","2018-09-20"
8037,"Tramdepot Universität Irchel","2018-10-18"
8037,"Tramdepot Universität Irchel","2018-11-15"
8037,"Tramdepot Universität Irchel","2018-12-13"
8038,"Wollishofen","2018-01-15"
8038,"Wollishofen","2018-02-12"
8038,"Wollishofen","2018-03-12"
8038,"Wollishofen","2018-04-16"
8038,"Wollishofen","2018-05-14"
8038,"Wollishofen","2018-06-11"
8038,"Wollishofen","2018-08-20"
8038,"Wollishofen","2018-09-17"
8038,"Wollishofen","2018-10-15"
8038,"Wollishofen","2018-11-12"
8038,"Wollishofen","2018-12-10"
8041,"Strassenverkehrsamt","2018-01-12"
8041,"Strassenverkehrsamt","2018-02-09"
