"PLZ","Station","Abholdatum"
8001,"Burgwies","2020-01-20"
8001,"Burgwies","2020-02-17"
8001,"Burgwies","2020-03-16"
8001,"Burgwies","2020-05-11"
8001,"Burgwies","2020-06-08"
8001,"Burgwies","2020-07-06"
8001,"Burgwies","2020-08-31"
8001,"Burgwies","2020-09-28"
8001,"Burgwies","2020-10-26"
8001,"Burgwies","2020-11-23"
8001,"Burgwies","2020-12-21"
8001,"Hardturm (neuer Standort)","2020-01-18"
8001,"Hardturm (neuer Standort)","2020-02-15"
8001,"Hardturm (neuer Standort)","2020-03-14"
8001,"Hardturm (neuer Standort)","2020-04-11"
8001,"Hardturm (neuer Standort)","2020-05-09"
8001,"Hardturm (neuer Standort)","2020-06-06"
8001,"Hardturm (neuer Standort)","2020-07-04"
8001,"Hardturm (neuer Standort)","2020-08-29"
8001,"Hardturm (neuer Standort)","2020-09-26"
8001,"Hardturm (neuer Standort)","2020-10-24"
8001,"Hardturm (neuer Standort)","2020-11-21"
8001,"Hardturm (neuer Standort)","2020-12-19"
8001,"Tramdepot Universität Irchel","2020-01-16"
8001,"Tramdepot Universität Irchel","2020-02-13"
8001,"Tramdepot Universität Irchel","2020-03-12"
8001,"Tramdepot Universität Irchel","2020-04-09"
8001,"Tramdepot Universität Irchel","2020-05-07"
8001,"Tramdepot Universität Irchel","2020-06-04"
8001,"Tramdepot Universität Irchel","2020-07-02"
8001,"Tramdepot Universität Irchel","2020-08-27"
8001,"Tramdepot Universität Irchel","2020-09-24"
8001,"Tramdepot Universität Irchel","2020-10-22"
8001,"Tramdepot Universität Irchel","2020-11-19"
8001,"Tramdepot Universität Irchel","2020-12-17"
8002,"Strassenverkehrsamt","2020-01-24"
8002,"Strassenverkehrsamt","2020-02-21"
8002,"Strassenverkehrsamt","2020-03-20"
8002,"Strassenverkehrsamt","2020-04-17"
8002,"Strassenverkehrsamt","2020-05-15"
8002,"Strassenverkehrsamt","2020-06-12"
8002,"Strassenverkehrsamt","2020-07-10"
8002,"Strassenverkehrsamt","2020-09-04"
8002,"Strassenverkehrsamt","2020-10-02"
8002,"Strassenverkehrsamt","2020-10-30"
8002,"Strassenverkehrsamt","2020-11-27"
8002,"Wollishofen","2020-01-13"
8002,"Wollishofen","2020-02-10"
8002,"Wollishofen","2020-03-09"
8002,"Wollishofen","2020-04-06"
8002,"Wollishofen","2020-05-04"
8002,"Wollishofen","2020-06-29"
8002,"Wollishofen","2020-08-24"
8002,"Wollishofen","2020-09-21"
8002,"Wollishofen","2020-10-19"
8002,"Wollishofen","2020-11-16"
8002,"Wollishofen","2020-12-14"
8003,"Letzigrund","2020-01-14"
8003,"Letzigrund","2020-02-11"
8003,"Letzigrund","2020-03-10"
8003,"Letzigrund","2020-04-07"
8003,"Letzigrund","2020-05-05"
8003,"Letzigrund","2020-06-02"
8003,"Letzigrund","2020-06-30"
8003,"Letzigrund","2020-08-25"
8003,"Letzigrund","2020-09-22"
8003,"Letzigrund","2020-10-20"
8003,"Letzigrund","2020-11-17"
8003,"Letzigrund","2020-12-15"
8003,"Strassenverkehrsamt","2020-01-24"
8003,"Strassenverkehrsamt","2020-02-21"
8003,"Strassenverkehrsamt","2020-03-20"
