"PLZ";"Abholdatum"
8001;"Do, 15. Januar 2015"
8001;"Do, 29. Januar 2015"
8001;"Do, 12. Februar 2015"
8001;"Do, 26. Februar 2015"
8001;"Do, 12. März 2015"
8001;"Do, 26. März 2015"
8001;"Do, 9. April 2015"
8001;"Do, 23. April 2015"
8001;"Do, 7. Mai 2015"
8001;"Do, 21. Mai 2015"
8001;"Do, 4. Juni 2015"
8001;"Do, 18. Juni 2015"
8001;"Do, 2. Juli 2015"
8001;"Do, 16. Juli 2015"
8001;"Do, 30. Juli 2015"
8001;"Do, 13. August 2015"
8001;"Do, 27. August 2015"
8001;"Do, 10. September 2015"
8001;"Do, 24. September 2015"
8001;"Do, 8. Oktober 2015"
8001;"Do, 22. Oktober 2015"
8001;"Do, 5. November 2015"
8001;"Do, 19. November 2015"
8001;"Do, 3. Dezember 2015"
8001;"Do, 17. Dezember 2015"
8001;"Do, 31. Dezember 2015"
8002;"Fr, 9. Januar 2015"
8002;"Fr, 23. Januar 2015"
8002;"Fr, 6. Februar 2015"
8002;"Fr, 20. Februar 2015"
8002;"Fr, 6. März 2015"
8002;"Fr, 20. März 2015"
8002;"Fr, 3. April 2015"
8002;"Fr, 17. April 2015"
8002;"Fr, 1. Mai 2015"
8002;"Fr, 15. Mai 2015"
8002;"Fr, 29. Mai 2015"
8002;"Fr, 12. Juni 2015"
8002;"Fr, 26. Juni 2015"
8002;"Fr, 10. Juli 2015"
8002;"Fr, 24. Juli 2015"
8002;"Fr, 7. August 2015"
8002;"Fr, 21. August 2015"
8002;"Fr, 4. September 2015"
8002;"Fr, 18. September 2015"
8002;"Fr, 2. Oktober 2015"
8002;"Fr, 16. Oktober 2015"
8002;"Fr, 30. Oktober 2015"
8002;"Fr, 13. November 2015"
8002;"Fr, 27. November 2015"
8002;"Fr, 11. Dezember 2015"
8002;"Fr, 25. Dezember 2015"
8003;"Do, 8. Januar 2015"
8003;"Do, 22. Januar 2015"
8003;"Do, 5. Februar 2015"
8003;"Do, 19. Februar 2015"
8003;"Do, 5. März 2015"
8003;"Do, 19. März 2015"
8003;"Do, 2. April 2015"
8003;"Do, 16. April 2015"
8003;"Do, 30. April 2015"
8003;"Do, 14. Mai 2015"
8003;"Do, 28. Mai 2015"
8003;"Do, 11. Juni 2015"
8003;"Do, 25. Juni 2015"
8003;"Do, 9. Juli 2015"
8003;"Do, 23. Juli 2015"
8003;"Do, 6. August 2015"
8003;"Do, 20. August 2015"
8003;"Do, 3. September 2015"
8003;"Do, 17. September 2015"
8003;"Do, 1. Oktober 2015"
8003;"Do, 15. Oktober 2015"
8003;"Do, 29. Oktober 2015"
8003;"Do, 12. November 2015"
8003;"Do, 26. November 2015"
8003;"Do, 10. Dezember 2015"
8003;"Do, 24. Dezember 2015"
8004;"Fr, 16. Januar 2015"
8004;"Fr, 30. Januar 2015"
8004;"Fr, 13. Februar 2015"
8004;"Fr, 27. Februar 2015"
8004;"Fr, 13. März 2015"
8004;"Fr, 27. März 2015"
8004;"Fr, 10. April 2015"
8004;"Fr, 24. April 2015"
8004;"Fr, 8. Mai 2015"
8004;"Fr, 22. Mai 2015"
8004;"Fr, 5. Juni 2015"
8004;"Fr, 19. Juni 2015"
8004;"Fr, 3. Juli 2015"
8004;"Fr, 17. Juli 2015"
8004;"Fr, 31. Juli 2015"
8004;"Fr, 14. August 2015"
8004;"Fr, 28. August 2015"
