"PLZ","Abholdatum"
8001,"Do, 14. Januar 2016"
8001,"Do, 28. Januar 2016"
8001,"Do, 11. Februar 2016"
8001,"Do, 25. Februar 2016"
8001,"Do, 10. März 2016"
8001,"Do, 24. März 2016"
8001,"Do, 7. April 2016"
8001,"Do, 21. April 2016"
8001,"Do, 19. Mai 2016"
8001,"Do, 2. Juni 2016"
8001,"Do, 16. Juni 2016"
8001,"Do, 30. Juni 2016"
8001,"Do, 14. Juli 2016"
8001,"Do, 28. Juli 2016"
8001,"Do, 11. August 2016"
8001,"Do, 25. August 2016"
8001,"Do, 8. September 2016"
8001,"Do, 22. September 2016"
8001,"Do, 6. Oktober 2016"
8001,"Do, 20. Oktober 2016"
8001,"Do, 3. November 2016"
8001,"Do, 17. November 2016"
8001,"Do, 1. Dezember 2016"
8001,"Do, 15. Dezember 2016"
8001,"Do, 29. Dezember 2016"
8002,"Fr, 8. Januar 2016"
8002,"Fr, 22. Januar 2016"
8002,"Fr, 5. Februar 2016"
8002,"Fr, 19. Februar 2016"
8002,"Fr, 4. März 2016"
8002,"Fr, 18. März 2016"
8002,"Fr, 1. April 2016"
8002,"Fr, 15. April 2016"
8002,"Fr, 29. April 2016"
8002,"Fr, 13. Mai 2016"
8002,"Fr, 27. Mai 2016"
8002,"Fr, 10. Juni 2016"
8002,"Fr, 24. Juni 2016"
8002,"Fr, 8. Juli 2016"
8002,"Fr, 22. Juli 2016"
8002,"Fr, 5. August 2016"
8002,"Fr, 19. August 2016"
8002,"Fr, 2. September 2016"
8002,"Fr, 16. September 2016"
8002,"Fr, 30. September 2016"
8002,"Fr, 14. Oktober 2016"
8002,"Fr, 28. Oktober 2016"
8002,"Fr, 11. November 2016"
8002,"Fr, 25. November 2016"
8002,"Fr, 9. Dezember 2016"
8002,"Fr, 23. Dezember 2016"
8003,"Do, 7. Januar 2016"
8003,"Do, 21. Januar 2016"
8003,"Do, 4. Februar 2016"
8003,"Do, 18. Februar 2016"
8003,"Do, 3. März 2016"
8003,"Do, 17. März 2016"
8003,"Do, 31. März 2016"
8003,"Do, 14. April 2016"
8003,"Do, 28. April 2016"
8003,"Do, 12. Mai 2016"
8003,"Do, 26. Mai 2016"
8003,"Do, 9. Juni 2016"
8003,"Do, 23. Juni 2016"
8003,"Do, 7. Juli 2016"
8003,"Do, 21. Juli 2016"
8003,"Do, 4. August 2016"
8003,"Do, 18. August 2016"
8003,"Do, 1. September 2016"
8003,"Do, 15. September 2016"
8003,"Do, 29. September 2016"
8003,"Do, 13. Oktober 2016"
8003,"Do, 27. Oktober 2016"
8003,"Do, 10. November 2016"
8003,"Do, 24. November 2016"
8003,"Do, 8. Dezember 2016"
8003,"Do, 22. Dezember 2016"
8004,"Fr, 15. Januar 2016"
8004,"Fr, 29. Januar 2016"
8004,"Fr, 12. Februar 2016"
8004,"Fr, 26. Februar 2016"
8004,"Fr, 11. März 2016"
8004,"Fr, 8. April 2016"
8004,"Fr, 22. April 2016"
8004,"Fr, 6. Mai 2016"
8004,"Fr, 20. Mai 2016"
8004,"Fr, 3. Juni 2016"
8004,"Fr, 17. Juni 2016"
8004,"Fr, 1. Juli 2016"
8004,"Fr, 15. Juli 2016"
8004,"Fr, 29. Juli 2016"
8004,"Fr, 12. August 2016"
8004,"Fr, 26. August 2016"
8004,"Fr, 9. September 2016"
8004,"Fr, 23. September 2016"
8004,"Fr, 7. Oktober 2016"
8004,"Fr, 21. Oktober 2016"
8004,"Fr, 4. November 2016"
8004,"Fr, 18. November 2016"
8004,"Fr, 2. Dezember 2016"
8004,"Fr, 16. Dezember 2016"
8004,"Fr, 30. Dezember 2016"
8005,"Fr, 15. Januar 2016"
8005,"Fr, 29. Januar 2016"
8005,"Fr, 12. Februar 2016"
8005,"Fr, 26. Februar 2016"
8005,"Fr, 11. März 2016"
8005,"Fr, 8. April 2016"
8005,"Fr, 22. April 2016"
8005,"Fr, 6. Mai 2016"
8005,"Fr, 20. Mai 2016"
8005,"Fr, 3. Juni 2016"
8005,"Fr, 17. Juni 2016"
8005,"Fr, 1. Juli 2016"
8005,"Fr, 15. Juli 2016"
8005,"Fr, 29. Juli 2016"
8005,"Fr, 12. August 2016"
8005,"Fr, 26. August 2016"
8005,"Fr, 9. September 2016"
8005,"Fr, 23. September 2016"
8005,"Fr, 7. Oktober 2016"
8005,"Fr, 21. Oktober 2016"
8005,"Fr, 4. November 2016"
8005,"Fr, 18. November 2016"
8005,"Fr, 2. Dezember 2016"
8005,"Fr, 16. Dezember 2016"
8005,"Fr, 30. Dezember 2016"
8006,"Di, 12. Januar 2016"
8006,"Di, 26. Januar 2016"
8006,"Di, 9. Februar 2016"
8006,"Di, 23. Februar 2016"
8006,"Di, 8. März 2016"
8006,"Di, 22. März 2016"
8006,"Di, 5. April 2016"
8006,"Di, 19. April 2016"
8006,"Di, 3. Mai 2016"
8006,"Di, 17. Mai 2016"
8006,"Di, 31. Mai 2016"
8006,"Di, 14. Juni 2016"
8006,"Di, 28. Juni 2016"
8006,"Di, 12. Juli 2016"
8006,"Di, 26. Juli 2016"
8006,"Di, 9. August 2016"
8006,"Di, 23. August 2016"
8006,"Di, 6. September 2016"
8006,"Di, 20. September 2016"
8006,"Di, 4. Oktober 2016"
8006,"Di, 18. Oktober 2016"
8006,"Di, 1. November 2016"
8006,"Di, 15. November 2016"
8006,"Di, 29. November 2016"
8006,"Di, 13. Dezember 2016"
8006,"Di, 27. Dezember 2016"
8008,"Do, 14. Januar 2016"
8008,"Do, 28. Januar 2016"
8008,"Do, 11. Februar 2016"
8008,"Do, 25. Februar 2016"
8008,"Do, 10. März 2016"
8008,"Do, 24. März 2016"
8008,"Do, 7. April 2016"
8008,"Do, 21. April 2016"
8008,"Do, 19. Mai 2016"
8008,"Do, 2. Juni 2016"
8008,"Do, 16. Juni 2016"
8008,"Do, 30. Juni 2016"
8008,"Do, 14. Juli 2016"
8008,"Do, 28. Juli 2016"
8008,"Do, 11. August 2016"
8008,"Do, 25. August 2016"
8008,"Do, 8. September 2016"
8008,"Do, 22. September 2016"
8008,"Do, 6. Oktober 2016"
8008,"Do, 20. Oktober 2016"
8008,"Do, 3. November 2016"
8008,"Do, 17. November 2016"
8008,"Do, 1. Dezember 2016"
8008,"Do, 15. Dezember 2016"
8008,"Do, 29. Dezember 2016"
8032,"Mi, 13. Januar 2016"
8032,"Mi, 27. Januar 2016"
8032,"Mi, 10. Februar 2016"
8032,"Mi, 24. Februar 2016"
8032,"Mi, 9. März 2016"
8032,"Mi, 23. März 2016"
8032,"Mi, 6. April 2016"
8032,"Mi, 20. April 2016"
8032,"Mi, 4. Mai 2016"
8032,"Mi, 18. Mai 2016"
8032,"Mi, 1. Juni 2016"
8032,"Mi, 15. Juni 2016"
8032,"Mi, 29. Juni 2016"
8032,"Mi, 13. Juli 2016"
8032,"Mi, 27. Juli 2016"
8032,"Mi, 10. August 2016"
8032,"Mi, 24. August 2016"
8032,"Mi, 7. September 2016"
8032,"Mi, 21. September 2016"
8032,"Mi, 5. Oktober 2016"
8032,"Mi, 19. Oktober 2016"
8032,"Mi, 2. November 2016"
8032,"Mi, 16. November 2016"
8032,"Mi, 30. November 2016"
8032,"Mi, 14. Dezember 2016"
8032,"Mi, 28. Dezember 2016"
8037,"Mo, 4. Januar 2016"
8037,"Mo, 18. Januar 2016"
8037,"Mo, 1. Februar 2016"
8037,"Mo, 15. Februar 2016"
8037,"Mo, 29. Februar 2016"
8037,"Mo, 14. März 2016"
8037,"Mo, 11. April 2016"
8037,"Mo, 25. April 2016"
8037,"Mo, 9. Mai 2016"
8037,"Mo, 23. Mai 2016"
8037,"Mo, 6. Juni 2016"
8037,"Mo, 20. Juni 2016"
8037,"Mo, 4. Juli 2016"
8037,"Mo, 18. Juli 2016"
8037,"Mo, 15. August 2016"
8037,"Mo, 29. August 2016"
8037,"Mo, 12. September 2016"
8037,"Mo, 26. September 2016"
8037,"Mo, 10. Oktober 2016"
8037,"Mo, 24. Oktober 2016"
8037,"Mo, 7. November 2016"
8037,"Mo, 21. November 2016"
8037,"Mo, 5. Dezember 2016"
8037,"Mo, 19. Dezember 2016"
8038,"Fr, 8. Januar 2016"
8038,"Fr, 22. Januar 2016"
8038,"Fr, 5. Februar 2016"
8038,"Fr, 19. Februar 2016"
8038,"Fr, 4. März 2016"
8038,"Fr, 18. März 2016"
8038,"Fr, 1. April 2016"
8038,"Fr, 15. April 2016"
8038,"Fr, 29. April 2016"
8038,"Fr, 13. Mai 2016"
8038,"Fr, 27. Mai 2016"
8038,"Fr, 10. Juni 2016"
8038,"Fr, 24. Juni 2016"
8038,"Fr, 8. Juli 2016"
8038,"Fr, 22. Juli 2016"
8038,"Fr, 5. August 2016"
8038,"Fr, 19. August 2016"
8038,"Fr, 2. September 2016"
8038,"Fr, 16. September 2016"
8038,"Fr, 30. September 2016"
8038,"Fr, 14. Oktober 2016"
8038,"Fr, 28. Oktober 2016"
8038,"Fr, 11. November 2016"
8038,"Fr, 25. November 2016"
8038,"Fr, 9. Dezember 2016"
8038,"Fr, 23. Dezember 2016"
8041,"Do, 14. Januar 2016"
8041,"Do, 28. Januar 2016"
8041,"Do, 11. Februar 2016"
8041,"Do, 25. Februar 2016"
8041,"Do, 10. März 2016"
8041,"Do, 24. März 2016"
8041,"Do, 7. April 2016"
8041,"Do, 21. April 2016"
8041,"Do, 19. Mai 2016"
8041,"Do, 2. Juni 2016"
8041,"Do, 16. Juni 2016"
8041,"Do, 30. Juni 2016"
8041,"Do, 14. Juli 2016"
8041,"Do, 28. Juli 2016"
8041,"Do, 11. August 2016"
8041,"Do, 25. August 2016"
8041,"Do, 8. September 2016"
8041,"Do, 22. September 2016"
8041,"Do, 6. Oktober 2016"
8041,"Do, 20. Oktober 2016"
8041,"Do, 3. November 2016"
8041,"Do, 17. November 2016"
8041,"Do, 1. Dezember 2016"
8041,"Do, 15. Dezember 2016"
8041,"Do, 29. Dezember 2016"
8044,"Mo, 11. Januar 2016"
8044,"Mo, 25. Januar 2016"
8044,"Mo, 8. Februar 2016"
8044,"Mo, 22. Februar 2016"
8044,"Mo, 7. März 2016"
8044,"Mo, 21. März 2016"
8044,"Mo, 4. April 2016"
8044,"Mo, 18. April 2016"
8044,"Mo, 2. Mai 2016"
8044,"Mo, 30. Mai 2016"
8044,"Mo, 13. Juni 2016"
8044,"Mo, 27. Juni 2016"
8044,"Mo, 11. Juli 2016"
8044,"Mo, 25. Juli 2016"
8044,"Mo, 8. August 2016"
8044,"Mo, 22. August 2016"
8044,"Mo, 5. September 2016"
8044,"Mo, 19. September 2016"
8044,"Mo, 3. Oktober 2016"
8044,"Mo, 17. Oktober 2016"
8044,"Mo, 31. Oktober 2016"
8044,"Mo, 14. November 2016"
8044,"Mo, 28. November 2016"
8044,"Mo, 12. Dezember 2016"
8045,"Do, 7. Januar 2016"
8045,"Do, 21. Januar 2016"
8045,"Do, 4. Februar 2016"
8045,"Do, 18. Februar 2016"
8045,"Do, 3. März 2016"
8045,"Do, 17. März 2016"
8045,"Do, 31. März 2016"
8045,"Do, 14. April 2016"
8045,"Do, 28. April 2016"
8045,"Do, 12. Mai 2016"
8045,"Do, 26. Mai 2016"
8045,"Do, 9. Juni 2016"
8045,"Do, 23. Juni 2016"
8045,"Do, 7. Juli 2016"
8045,"Do, 21. Juli 2016"
8045,"Do, 4. August 2016"
8045,"Do, 18. August 2016"
8045,"Do, 1. September 2016"
8045,"Do, 15. September 2016"
8045,"Do, 29. September 2016"
8045,"Do, 13. Oktober 2016"
8045,"Do, 27. Oktober 2016"
8045,"Do, 10. November 2016"
8045,"Do, 24. November 2016"
8045,"Do, 8. Dezember 2016"
8045,"Do, 22. Dezember 2016"
8046,"Di, 5. Januar 2016"
8046,"Di, 19. Januar 2016"
8046,"Di, 2. Februar 2016"
8046,"Di, 16. Februar 2016"
8046,"Di, 1. März 2016"
8046,"Di, 15. März 2016"
8046,"Di, 29. März 2016"
8046,"Di, 12. April 2016"
8046,"Di, 26. April 2016"
8046,"Di, 10. Mai 2016"
8046,"Di, 24. Mai 2016"
8046,"Di, 7. Juni 2016"
8046,"Di, 21. Juni 2016"
8046,"Di, 5. Juli 2016"
8046,"Di, 19. Juli 2016"
8046,"Di, 2. August 2016"
8046,"Di, 16. August 2016"
8046,"Di, 30. August 2016"
8046,"Di, 13. September 2016"
8046,"Di, 27. September 2016"
8046,"Di, 11. Oktober 2016"
8046,"Di, 25. Oktober 2016"
8046,"Di, 8. November 2016"
8046,"Di, 22. November 2016"
8046,"Di, 6. Dezember 2016"
8046,"Di, 20. Dezember 2016"
8047,"Mi, 6. Januar 2016"
8047,"Mi, 20. Januar 2016"
8047,"Mi, 3. Februar 2016"
8047,"Mi, 17. Februar 2016"
8047,"Mi, 2. März 2016"
8047,"Mi, 16. März 2016"
8047,"Mi, 30. März 2016"
8047,"Mi, 13. April 2016"
8047,"Mi, 27. April 2016"
8047,"Mi, 11. Mai 2016"
8047,"Mi, 25. Mai 2016"
8047,"Mi, 8. Juni 2016"
8047,"Mi, 22. Juni 2016"
8047,"Mi, 6. Juli 2016"
8047,"Mi, 20. Juli 2016"
8047,"Mi, 3. August 2016"
8047,"Mi, 17. August 2016"
8047,"Mi, 31. August 2016"
8047,"Mi, 14. September 2016"
8047,"Mi, 28. September 2016"
8047,"Mi, 12. Oktober 2016"
8047,"Mi, 26. Oktober 2016"
