"PLZ","Abholdatum"
8001,"2018-01-15"
8001,"2018-01-29"
8001,"2018-02-12"
8001,"2018-02-26"
8001,"2018-03-12"
8001,"2018-03-19"
8001,"2018-03-26"
8001,"2018-03-31"
8001,"2018-04-09"
8001,"2018-04-16"
8001,"2018-04-23"
8001,"2018-04-30"
8001,"2018-05-07"
8001,"2018-05-14"
8001,"2018-05-19"
8001,"2018-05-28"
8001,"2018-06-04"
8001,"2018-06-11"
8001,"2018-06-18"
8001,"2018-06-25"
8001,"2018-07-02"
8001,"2018-07-09"
8001,"2018-07-16"
8001,"2018-07-23"
8001,"2018-07-30"
8001,"2018-08-06"
8001,"2018-08-13"
8001,"2018-08-20"
8001,"2018-08-27"
8001,"2018-09-03"
8001,"2018-09-10"
8001,"2018-09-17"
8001,"2018-09-24"
8001,"2018-10-01"
8001,"2018-10-08"
8001,"2018-10-15"
8001,"2018-10-22"
8001,"2018-10-29"
8001,"2018-11-05"
8001,"2018-11-12"
8001,"2018-11-19"
8001,"2018-11-26"
8001,"2018-12-03"
8001,"2018-12-10"
8001,"2018-12-17"
8001,"2018-12-31"
8002,"2018-01-03"
8002,"2018-01-17"
8002,"2018-01-31"
8002,"2018-02-14"
8002,"2018-02-28"
8002,"2018-03-14"
8002,"2018-03-21"
8002,"2018-03-28"
8002,"2018-04-04"
8002,"2018-04-11"
8002,"2018-04-18"
8002,"2018-04-25"
8002,"2018-05-02"
8002,"2018-05-09"
8002,"2018-05-16"
8002,"2018-05-23"
8002,"2018-05-30"
8002,"2018-06-06"
8002,"2018-06-13"
8002,"2018-06-20"
8002,"2018-06-27"
8002,"2018-07-04"
8002,"2018-07-11"
8002,"2018-07-18"
8002,"2018-07-25"
8002,"2018-08-04"
8002,"2018-08-08"
8002,"2018-08-15"
8002,"2018-08-22"
8002,"2018-08-29"
8002,"2018-09-05"
8002,"2018-09-12"
8002,"2018-09-19"
8002,"2018-09-26"
8002,"2018-10-03"
8002,"2018-10-10"
8002,"2018-10-17"
8002,"2018-10-24"
8002,"2018-10-31"
8002,"2018-11-07"
8002,"2018-11-14"
8002,"2018-11-21"
8002,"2018-11-28"
8002,"2018-12-05"
8002,"2018-12-12"
8002,"2018-12-19"
8002,"2018-12-28"
8003,"2018-01-03"
8003,"2018-01-17"
8003,"2018-01-31"
8003,"2018-02-14"
8003,"2018-02-28"
8003,"2018-03-14"
8003,"2018-03-21"
8003,"2018-03-28"
8003,"2018-04-04"
8003,"2018-04-11"
8003,"2018-04-18"
8003,"2018-04-25"
8003,"2018-05-02"
8003,"2018-05-09"
8003,"2018-05-16"
8003,"2018-05-23"
8003,"2018-05-30"
8003,"2018-06-06"
8003,"2018-06-13"
8003,"2018-06-20"
8003,"2018-06-27"
8003,"2018-07-04"
8003,"2018-07-11"
8003,"2018-07-18"
8003,"2018-07-25"
8003,"2018-08-04"
8003,"2018-08-08"
8003,"2018-08-15"
8003,"2018-08-22"
8003,"2018-08-29"
8003,"2018-09-05"
8003,"2018-09-12"
8003,"2018-09-19"
8003,"2018-09-26"
8003,"2018-10-03"
8003,"2018-10-10"
8003,"2018-10-17"
8003,"2018-10-24"
8003,"2018-10-31"
8003,"2018-11-07"
8003,"2018-11-14"
8003,"2018-11-21"
8003,"2018-11-28"
8003,"2018-12-05"
8003,"2018-12-12"
8003,"2018-12-19"
8003,"2018-12-28"
8004,"2018-01-15"
8004,"2018-01-29"
8004,"2018-02-12"
8004,"2018-02-26"
8004,"2018-03-12"
8004,"2018-03-19"
8004,"2018-03-26"
8004,"2018-03-31"
8004,"2018-04-09"
8004,"2018-04-16"
8004,"2018-04-23"
8004,"2018-04-30"
8004,"2018-05-07"
8004,"2018-05-14"
8004,"2018-05-19"
8004,"2018-05-28"
8004,"2018-06-04"
8004,"2018-06-11"
8004,"2018-06-18"
8004,"2018-06-25"
8004,"2018-07-02"
8004,"2018-07-09"
8004,"2018-07-16"
8004,"2018-07-23"
8004,"2018-07-30"
8004,"2018-08-06"
8004,"2018-08-13"
8004,"2018-08-20"
8004,"2018-08-27"
8004,"2018-09-03"
8004,"2018-09-10"
8004,"2018-09-17"
8004,"2018-09-24"
8004,"2018-10-01"
8004,"2018-10-08"
8004,"2018-10-15"
8004,"2018-10-22"
8004,"2018-10-29"
8004,"2018-11-05"
8004,"2018-11-12"
8004,"2018-11-19"
8004,"2018-11-26"
8004,"2018-12-03"
8004,"2018-12-10"
8004,"2018-12-17"
8004,"2018-12-31"
8005,"2018-01-15"
8005,"2018-01-29"
8005,"2018-02-12"
8005,"2018-02-26"
8005,"2018-03-12"
8005,"2018-03-19"
8005,"2018-03-26"
8005,"2018-03-31"
8005,"2018-04-09"
8005,"2018-04-16"
8005,"2018-04-23"
8005,"2018-04-30"
8005,"2018-05-07"
8005,"2018-05-14"
8005,"2018-05-19"
8005,"2018-05-28"
8005,"2018-06-04"
8005,"2018-06-11"
8005,"2018-06-18"
8005,"2018-06-25"
8005,"2018-07-02"
8005,"2018-07-09"
8005,"2018-07-16"
8005,"2018-07-23"
8005,"2018-07-30"
8005,"2018-08-06"
8005,"2018-08-13"
8005,"2018-08-20"
8005,"2018-08-27"
8005,"2018-09-03"
8005,"2018-09-10"
8005,"2018-09-17"
8005,"2018-09-24"
8005,"2018-10-01"
8005,"2018-10-08"
8005,"2018-10-15"
8005,"2018-10-22"
8005,"2018-10-29"
8005,"2018-11-05"
8005,"2018-11-12"
8005,"2018-11-19"
8005,"2018-11-26"
8005,"2018-12-03"
8005,"2018-12-10"
8005,"2018-12-17"
8005,"2018-12-31"
8006,"2018-01-16"
8006,"2018-01-30"
8006,"2018-02-13"
8006,"2018-02-27"
8006,"2018-03-13"
8006,"2018-03-20"
8006,"2018-03-27"
8006,"2018-04-03"
8006,"2018-04-10"
8006,"2018-04-17"
8006,"2018-04-24"
8006,"2018-04-28"
8006,"2018-05-08"
8006,"2018-05-15"
8006,"2018-05-22"
8006,"2018-05-29"
8006,"2018-06-05"
8006,"2018-06-12"
8006,"2018-06-19"
8006,"2018-06-26"
8006,"2018-07-03"
8006,"2018-07-10"
8006,"2018-07-17"
8006,"2018-07-24"
8006,"2018-07-31"
8006,"2018-08-07"
8006,"2018-08-14"
8006,"2018-08-21"
8006,"2018-08-28"
8006,"2018-09-04"
8006,"2018-09-11"
8006,"2018-09-18"
8006,"2018-09-25"
8006,"2018-10-02"
8006,"2018-10-09"
8006,"2018-10-16"
8006,"2018-10-23"
8006,"2018-10-30"
8006,"2018-11-06"
8006,"2018-11-13"
8006,"2018-11-20"
8006,"2018-11-27"
8006,"2018-12-04"
8006,"2018-12-11"
8006,"2018-12-18"
8006,"2018-12-27"
8008,"2018-01-15"
8008,"2018-01-29"
8008,"2018-02-12"
8008,"2018-02-26"
8008,"2018-03-12"
