"PLZ","Station","Abholdatum"
8001,"Burgwies","2018-01-22"
8001,"Burgwies","2018-02-19"
8001,"Burgwies","2018-03-19"
8001,"Burgwies","2018-04-30"
8001,"Burgwies","2018-06-04"
8001,"Burgwies","2018-07-02"
8001,"Burgwies","2018-08-27"
8001,"Burgwies","2018-09-24"
8001,"Burgwies","2018-10-22"
8001,"Burgwies","2018-11-26"
8001,"Burgwies","2018-12-17"
8001,"Tramdepot Hard","2018-01-20"
8001,"Tramdepot Hard","2018-02-17"
8001,"Tramdepot Hard","2018-03-17"
8001,"Tramdepot Hard","2018-04-28"
8001,"Tramdepot Hard","2018-05-26"
8001,"Tramdepot Hard","2018-06-23"
8001,"Tramdepot Hard","2018-07-07"
8001,"Tramdepot Hard","2018-09-01"
8001,"Tramdepot Hard","2018-09-29"
8001,"Tramdepot Hard","2018-10-27"
8001,"Tramdepot Hard","2018-11-24"
8001,"Tramdepot Universität Irchel","2018-01-18"
8001,"Tramdepot Universität Irchel","2018-02-15"
8001,"Tramdepot Universität Irchel","2018-03-15"
8001,"Tramdepot Universität Irchel","2018-04-26"
8001,"Tramdepot Universität Irchel","2018-05-24"
8001,"Tramdepot Universität Irchel","2018-06-28"
8001,"Tramdepot Universität Irchel","2018-07-12"
8001,"Tramdepot Universität Irchel","2018-09-06"
8001,"Tramdepot Universität Irchel","2018-10-04"
8001,"Tramdepot Universität Irchel","2018-11-01"
8001,"Tramdepot Universität Irchel","2018-11-29"
8002,"Strassenverkehrsamt","2018-01-26"
8002,"Strassenverkehrsamt","2018-02-23"
8002,"Strassenverkehrsamt","2018-03-23"
8002,"Strassenverkehrsamt","2018-04-20"
8002,"Strassenverkehrsamt","2018-05-18"
8002,"Strassenverkehrsamt","2018-06-15"
8002,"Strassenverkehrsamt","2018-07-13"
8002,"Strassenverkehrsamt","2018-09-07"
8002,"Strassenverkehrsamt","2018-10-05"
8002,"Strassenverkehrsamt","2018-11-02"
8002,"Strassenverkehrsamt","2018-11-30"
8002,"Wollishofen","2018-01-29"
8002,"Wollishofen","2018-02-26"
8002,"Wollishofen","2018-03-26"
8002,"Wollishofen","2018-04-23"
8002,"Wollishofen","2018-05-28"
8002,"Wollishofen","2018-06-25"
8002,"Wollishofen","2018-07-09"
8002,"Wollishofen","2018-09-03"
8002,"Wollishofen","2018-10-01"
