"PLZ","Abholdatum"
8006,"Mi, 22. Juni 2016"
8006,"Mi, 20. Juli 2016"
8006,"Mi, 17. August 2016"
8006,"Mi, 14. September 2016"
8006,"Mi, 12. Oktober 2016"
8006,"Mi, 9. November 2016"
8006,"Mi, 7. Dezember 2016"
8008,"Do, 7. Januar 2016"
8008,"Do, 4. Februar 2016"
8008,"Do, 3. März 2016"
8008,"Do, 31. März 2016"
8008,"Do, 28. April 2016"
8008,"Do, 26. Mai 2016"
8008,"Do, 23. Juni 2016"
8008,"Do, 21. Juli 2016"
8008,"Do, 18. August 2016"
8008,"Do, 15. September 2016"
8008,"Do, 13. Oktober 2016"
8008,"Do, 10. November 2016"
8008,"Do, 8. Dezember 2016"
8032,"Do, 28. Januar 2016"
8032,"Do, 25. Februar 2016"
8032,"Do, 24. März 2016"
8032,"Do, 21. April 2016"
8032,"Do, 19. Mai 2016"
8032,"Do, 16. Juni 2016"
8032,"Do, 14. Juli 2016"
8032,"Do, 11. August 2016"
8032,"Do, 8. September 2016"
8032,"Do, 6. Oktober 2016"
8032,"Do, 3. November 2016"
8032,"Do, 1. Dezember 2016"
8032,"Do, 29. Dezember 2016"
8037,"Mi, 20. Januar 2016"
8037,"Mi, 17. Februar 2016"
8037,"Mi, 16. März 2016"
8037,"Mi, 13. April 2016"
8037,"Mi, 11. Mai 2016"
8037,"Mi, 8. Juni 2016"
8037,"Mi, 6. Juli 2016"
8037,"Mi, 3. August 2016"
8037,"Mi, 31. August 2016"
8037,"Mi, 28. September 2016"
8037,"Mi, 26. Oktober 2016"
8037,"Mi, 23. November 2016"
8037,"Mi, 21. Dezember 2016"
8038,"Mo, 4. Januar 2016"
8038,"Fr, 29. Januar 2016"
8038,"Fr, 26. Februar 2016"
8038,"Sa, 26. März 2016"
8038,"Fr, 22. April 2016"
8038,"Fr, 20. Mai 2016"
8038,"Fr, 17. Juni 2016"
8038,"Fr, 15. Juli 2016"
8038,"Fr, 12. August 2016"
8038,"Fr, 9. September 2016"
8038,"Fr, 7. Oktober 2016"
8038,"Fr, 4. November 2016"
8038,"Fr, 2. Dezember 2016"
8038,"Fr, 30. Dezember 2016"
8041,"Fr, 8. Januar 2016"
8041,"Fr, 5. Februar 2016"
8041,"Fr, 4. März 2016"
8041,"Fr, 1. April 2016"
8041,"Fr, 29. April 2016"
8041,"Fr, 27. Mai 2016"
8041,"Fr, 24. Juni 2016"
8041,"Fr, 22. Juli 2016"
8041,"Fr, 19. August 2016"
8041,"Fr, 16. September 2016"
8041,"Fr, 14. Oktober 2016"
8041,"Fr, 11. November 2016"
8041,"Fr, 9. Dezember 2016"
8044,"Mi, 20. Januar 2016"
8044,"Mi, 17. Februar 2016"
8044,"Mi, 16. März 2016"
8044,"Mi, 13. April 2016"
8044,"Mi, 11. Mai 2016"
8044,"Mi, 8. Juni 2016"
8044,"Mi, 6. Juli 2016"
8044,"Mi, 3. August 2016"
8044,"Mi, 31. August 2016"
8044,"Mi, 28. September 2016"
8044,"Mi, 26. Oktober 2016"
8044,"Mi, 23. November 2016"
8044,"Mi, 21. Dezember 2016"
8045,"Fr, 8. Januar 2016"
8045,"Fr, 5. Februar 2016"
8045,"Fr, 4. März 2016"
8045,"Fr, 1. April 2016"
8045,"Fr, 29. April 2016"
8045,"Fr, 27. Mai 2016"
8045,"Fr, 24. Juni 2016"
8045,"Fr, 22. Juli 2016"
8045,"Fr, 19. August 2016"
8045,"Fr, 16. September 2016"
8045,"Fr, 14. Oktober 2016"
8045,"Fr, 11. November 2016"
8045,"Fr, 9. Dezember 2016"
8046,"Di, 12. Januar 2016"
8046,"Di, 9. Februar 2016"
8046,"Di, 8. März 2016"
8046,"Di, 5. April 2016"
8046,"Di, 3. Mai 2016"
8046,"Di, 31. Mai 2016"
8046,"Di, 28. Juni 2016"
8046,"Di, 26. Juli 2016"
8046,"Di, 23. August 2016"
8046,"Di, 20. September 2016"
8046,"Di, 18. Oktober 2016"
8046,"Di, 15. November 2016"
8046,"Di, 13. Dezember 2016"
8047,"Mo, 4. Januar 2016"
8047,"Mo, 1. Februar 2016"
8047,"Mo, 29. Februar 2016"
8047,"Di, 29. März 2016"
8047,"Mo, 25. April 2016"
8047,"Mo, 23. Mai 2016"
8047,"Mo, 20. Juni 2016"
8047,"Mo, 18. Juli 2016"
8047,"Mo, 15. August 2016"
8047,"Mo, 12. September 2016"
8047,"Mo, 10. Oktober 2016"
8047,"Mo, 7. November 2016"
8047,"Mo, 5. Dezember 2016"
8048,"Mo, 18. Januar 2016"
8048,"Mo, 15. Februar 2016"
8048,"Mo, 14. März 2016"
8048,"Mo, 11. April 2016"
8048,"Mo, 9. Mai 2016"
8048,"Mo, 6. Juni 2016"
8048,"Mo, 4. Juli 2016"
8048,"Di, 2. August 2016"
8048,"Mo, 29. August 2016"
8048,"Mo, 26. September 2016"
8048,"Mo, 24. Oktober 2016"
8048,"Mo, 21. November 2016"
8048,"Mo, 19. Dezember 2016"
8049,"Mo, 25. Januar 2016"
8049,"Mo, 22. Februar 2016"
8049,"Mo, 21. März 2016"
8049,"Mo, 18. April 2016"
8049,"Di, 17. Mai 2016"
8049,"Mo, 13. Juni 2016"
8049,"Mo, 11. Juli 2016"
8049,"Mo, 8. August 2016"
8049,"Mo, 5. September 2016"
8049,"Mo, 3. Oktober 2016"
8049,"Mo, 31. Oktober 2016"
8049,"Mo, 28. November 2016"
8049,"Di, 27. Dezember 2016"
8050,"Mi, 27. Januar 2016"
8050,"Mi, 24. Februar 2016"
8050,"Mi, 23. März 2016"
8050,"Mi, 20. April 2016"
8050,"Mi, 18. Mai 2016"
8050,"Mi, 15. Juni 2016"
8050,"Mi, 13. Juli 2016"
8050,"Mi, 10. August 2016"
8050,"Mi, 7. September 2016"
8050,"Mi, 5. Oktober 2016"
8050,"Mi, 2. November 2016"
8050,"Mi, 30. November 2016"
8050,"Mi, 28. Dezember 2016"
8051,"Di, 19. Januar 2016"
8051,"Di, 16. Februar 2016"
8051,"Di, 15. März 2016"
8051,"Di, 12. April 2016"
8051,"Di, 10. Mai 2016"
8051,"Di, 7. Juni 2016"
8051,"Di, 5. Juli 2016"
8051,"Di, 2. August 2016"
8051,"Di, 30. August 2016"
8051,"Di, 27. September 2016"
8051,"Di, 25. Oktober 2016"
8051,"Di, 22. November 2016"
8051,"Di, 20. Dezember 2016"
8052,"Di, 26. Januar 2016"
8052,"Di, 23. Februar 2016"
8052,"Di, 22. März 2016"
8052,"Di, 19. April 2016"
8052,"Di, 17. Mai 2016"
8052,"Di, 14. Juni 2016"
8052,"Di, 12. Juli 2016"
8052,"Di, 9. August 2016"
8052,"Di, 6. September 2016"
8052,"Di, 4. Oktober 2016"
8052,"Di, 1. November 2016"
8052,"Di, 29. November 2016"
8052,"Di, 27. Dezember 2016"
8053,"Do, 21. Januar 2016"
8053,"Do, 18. Februar 2016"
8053,"Do, 17. März 2016"
8053,"Do, 14. April 2016"
8053,"Do, 12. Mai 2016"
8053,"Do, 9. Juni 2016"
8053,"Do, 7. Juli 2016"
8053,"Do, 4. August 2016"
8053,"Do, 1. September 2016"
8053,"Do, 29. September 2016"
8053,"Do, 27. Oktober 2016"
8053,"Do, 24. November 2016"
8053,"Do, 22. Dezember 2016"
8055,"Fr, 22. Januar 2016"
8055,"Fr, 19. Februar 2016"
8055,"Fr, 18. März 2016"
8055,"Fr, 15. April 2016"
8055,"Fr, 13. Mai 2016"
8055,"Fr, 10. Juni 2016"
8055,"Fr, 8. Juli 2016"
8055,"Fr, 5. August 2016"
8055,"Fr, 2. September 2016"
8055,"Fr, 30. September 2016"
8055,"Fr, 28. Oktober 2016"
8055,"Fr, 25. November 2016"
8055,"Fr, 23. Dezember 2016"
8057,"Di, 5. Januar 2016"
8057,"Di, 2. Februar 2016"
8057,"Di, 1. März 2016"
8057,"Di, 29. März 2016"
8057,"Di, 26. April 2016"
8057,"Di, 24. Mai 2016"
8057,"Di, 21. Juni 2016"
8057,"Di, 19. Juli 2016"
8057,"Di, 16. August 2016"
8057,"Di, 13. September 2016"
8057,"Di, 11. Oktober 2016"
8057,"Di, 8. November 2016"
8057,"Di, 6. Dezember 2016"
8064,"Fr, 22. Januar 2016"
8064,"Fr, 19. Februar 2016"
8064,"Fr, 18. März 2016"
8064,"Fr, 15. April 2016"
8064,"Fr, 13. Mai 2016"
8064,"Fr, 10. Juni 2016"
8064,"Fr, 8. Juli 2016"
8064,"Fr, 5. August 2016"
8064,"Fr, 2. September 2016"
8064,"Fr, 30. September 2016"
8064,"Fr, 28. Oktober 2016"
8064,"Fr, 25. November 2016"
8064,"Fr, 23. Dezember 2016"
