"PLZ","Station","Abholdatum"
8001,"Burgwies","2019-01-07"
8001,"Burgwies","2019-02-04"
8001,"Burgwies","2019-03-04"
8001,"Burgwies","2019-04-01"
8001,"Burgwies","2019-05-27"
8001,"Burgwies","2019-06-24"
8001,"Burgwies","2019-08-19"
8001,"Burgwies","2019-09-16"
8001,"Burgwies","2019-10-14"
8001,"Burgwies","2019-11-11"
8001,"Burgwies","2019-12-09"
8001,"Tramdepot Hard","2019-01-05"
8001,"Tramdepot Hard","2019-02-02"
8001,"Tramdepot Hard","2019-03-02"
8001,"Tramdepot Hard","2019-03-30"
8001,"Tramdepot Hard","2019-04-27"
8001,"Tramdepot Hard","2019-05-25"
8001,"Tramdepot Hard","2019-06-22"
8001,"Tramdepot Hard","2019-08-17"
8001,"Tramdepot Hard","2019-09-14"
8001,"Tramdepot Hard","2019-10-12"
8001,"Tramdepot Hard","2019-11-09"
8001,"Tramdepot Hard","2019-12-07"
8001,"Tramdepot Universität Irchel","2019-01-03"
8001,"Tramdepot Universität Irchel","2019-01-31"
8001,"Tramdepot Universität Irchel","2019-02-28"
8001,"Tramdepot Universität Irchel","2019-03-28"
8001,"Tramdepot Universität Irchel","2019-04-25"
8001,"Tramdepot Universität Irchel","2019-05-23"
8001,"Tramdepot Universität Irchel","2019-06-20"
8001,"Tramdepot Universität Irchel","2019-08-15"
8001,"Tramdepot Universität Irchel","2019-09-12"
8001,"Tramdepot Universität Irchel","2019-10-10"
8001,"Tramdepot Universität Irchel","2019-11-07"
8001,"Tramdepot Universität Irchel","2019-12-05"
8002,"Strassenverkehrsamt","2019-01-11"
8002,"Strassenverkehrsamt","2019-02-08"
8002,"Strassenverkehrsamt","2019-03-08"
8002,"Strassenverkehrsamt","2019-04-05"
8002,"Strassenverkehrsamt","2019-05-03"
8002,"Strassenverkehrsamt","2019-05-31"
8002,"Strassenverkehrsamt","2019-06-28"
8002,"Strassenverkehrsamt","2019-08-23"
8002,"Strassenverkehrsamt","2019-09-20"
8002,"Strassenverkehrsamt","2019-10-18"
8002,"Strassenverkehrsamt","2019-11-15"
8002,"Strassenverkehrsamt","2019-12-13"
8002,"Wollishofen","2019-01-28"
8002,"Wollishofen","2019-02-25"
8002,"Wollishofen","2019-03-25"
8002,"Wollishofen","2019-04-29"
8002,"Wollishofen","2019-05-20"
8002,"Wollishofen","2019-06-17"
8002,"Wollishofen","2019-08-12"
8002,"Wollishofen","2019-09-09"
8002,"Wollishofen","2019-10-07"
8002,"Wollishofen","2019-11-04"
8002,"Wollishofen","2019-12-02"
8003,"Letzigrund","2019-01-29"
8003,"Letzigrund","2019-02-26"
8003,"Letzigrund","2019-03-26"
8003,"Letzigrund","2019-04-23"
8003,"Letzigrund","2019-05-21"
8003,"Letzigrund","2019-06-18"
8003,"Letzigrund","2019-08-13"
8003,"Letzigrund","2019-09-10"
8003,"Letzigrund","2019-10-08"
8003,"Letzigrund","2019-11-05"
8003,"Letzigrund","2019-12-03"
8003,"Strassenverkehrsamt","2019-01-11"
8003,"Strassenverkehrsamt","2019-02-08"
8003,"Strassenverkehrsamt","2019-03-08"
8003,"Strassenverkehrsamt","2019-04-05"
8003,"Strassenverkehrsamt","2019-05-03"
8003,"Strassenverkehrsamt","2019-05-31"
8003,"Strassenverkehrsamt","2019-06-28"
8003,"Strassenverkehrsamt","2019-08-23"
8003,"Strassenverkehrsamt","2019-09-20"
8003,"Strassenverkehrsamt","2019-10-18"
8003,"Strassenverkehrsamt","2019-11-15"
8003,"Strassenverkehrsamt","2019-12-13"
8004,"Letzigrund","2019-01-29"
8004,"Letzigrund","2019-02-26"
8004,"Letzigrund","2019-03-26"
8004,"Letzigrund","2019-04-23"
8004,"Letzigrund","2019-05-21"
8004,"Letzigrund","2019-06-18"
8004,"Letzigrund","2019-08-13"
8004,"Letzigrund","2019-09-10"
8004,"Letzigrund","2019-10-08"
8004,"Letzigrund","2019-11-05"
8004,"Letzigrund","2019-12-03"
8004,"Tramdepot Hard","2019-01-05"
8004,"Tramdepot Hard","2019-02-02"
8004,"Tramdepot Hard","2019-03-02"
8004,"Tramdepot Hard","2019-03-30"
8004,"Tramdepot Hard","2019-04-27"
8004,"Tramdepot Hard","2019-05-25"
8004,"Tramdepot Hard","2019-06-22"
8004,"Tramdepot Hard","2019-08-17"
8004,"Tramdepot Hard","2019-09-14"
8004,"Tramdepot Hard","2019-10-12"
8004,"Tramdepot Hard","2019-11-09"
8004,"Tramdepot Hard","2019-12-07"
8005,"Tramdepot Hard","2019-01-05"
8005,"Tramdepot Hard","2019-02-02"
8005,"Tramdepot Hard","2019-03-02"
8005,"Tramdepot Hard","2019-03-30"
8005,"Tramdepot Hard","2019-04-27"
8005,"Tramdepot Hard","2019-05-25"
8005,"Tramdepot Hard","2019-06-22"
8005,"Tramdepot Hard","2019-08-17"
8005,"Tramdepot Hard","2019-09-14"
8005,"Tramdepot Hard","2019-10-12"
8005,"Tramdepot Hard","2019-11-09"
8005,"Tramdepot Hard","2019-12-07"
8006,"Tramdepot Universität Irchel","2019-01-03"
8006,"Tramdepot Universität Irchel","2019-01-31"
8006,"Tramdepot Universität Irchel","2019-02-28"
8006,"Tramdepot Universität Irchel","2019-03-28"
8006,"Tramdepot Universität Irchel","2019-04-25"
8006,"Tramdepot Universität Irchel","2019-05-23"
8006,"Tramdepot Universität Irchel","2019-06-20"
8006,"Tramdepot Universität Irchel","2019-08-15"
8006,"Tramdepot Universität Irchel","2019-09-12"
8006,"Tramdepot Universität Irchel","2019-10-10"
8006,"Tramdepot Universität Irchel","2019-11-07"
8006,"Tramdepot Universität Irchel","2019-12-05"
8008,"Burgwies","2019-01-07"
8008,"Burgwies","2019-02-04"
8008,"Burgwies","2019-03-04"
8008,"Burgwies","2019-04-01"
8008,"Burgwies","2019-05-27"
8008,"Burgwies","2019-06-24"
8008,"Burgwies","2019-08-19"
8008,"Burgwies","2019-09-16"
8008,"Burgwies","2019-10-14"
8008,"Burgwies","2019-11-11"
8008,"Burgwies","2019-12-09"
8008,"Tiefenbrunnen","2019-01-09"
8008,"Tiefenbrunnen","2019-02-06"
8008,"Tiefenbrunnen","2019-03-06"
8008,"Tiefenbrunnen","2019-04-03"
8008,"Tiefenbrunnen","2019-05-29"
8008,"Tiefenbrunnen","2019-06-26"
8008,"Tiefenbrunnen","2019-08-21"
8008,"Tiefenbrunnen","2019-09-18"
8008,"Tiefenbrunnen","2019-10-16"
8008,"Tiefenbrunnen","2019-11-13"
8008,"Tiefenbrunnen","2019-12-11"
8032,"Burgwies","2019-01-07"
8032,"Burgwies","2019-02-04"
8032,"Burgwies","2019-03-04"
8032,"Burgwies","2019-04-01"
