"PLZ","Station","Abholdatum"
8001,"Burgwies","2017-01-16"
8001,"Burgwies","2017-02-13"
8001,"Burgwies","2017-03-13"
8001,"Burgwies","2017-04-10"
8001,"Burgwies","2017-05-08"
8001,"Burgwies","2017-07-10"
8001,"Burgwies","2017-08-28"
8001,"Burgwies","2017-09-11"
8001,"Burgwies","2017-10-09"
8001,"Burgwies","2017-11-06"
8001,"Burgwies","2017-12-04"
8001,"Tramdepot Hard","2017-01-21"
8001,"Tramdepot Hard","2017-02-18"
8001,"Tramdepot Hard","2017-03-18"
8001,"Tramdepot Hard","2017-04-29"
8001,"Tramdepot Hard","2017-05-27"
8001,"Tramdepot Hard","2017-06-24"
8001,"Tramdepot Hard","2017-09-23"
8001,"Tramdepot Hard","2017-10-21"
8001,"Tramdepot Hard","2017-11-18"
8001,"Tramdepot Hard","2017-12-16"
8001,"Tramdepot Universität Irchel","2017-01-26"
8001,"Tramdepot Universität Irchel","2017-02-23"
8001,"Tramdepot Universität Irchel","2017-03-23"
8001,"Tramdepot Universität Irchel","2017-04-20"
8001,"Tramdepot Universität Irchel","2017-05-18"
8001,"Tramdepot Universität Irchel","2017-06-15"
8001,"Tramdepot Universität Irchel","2017-08-17"
8001,"Tramdepot Universität Irchel","2017-09-28"
8001,"Tramdepot Universität Irchel","2017-10-26"
8001,"Tramdepot Universität Irchel","2017-11-23"
8001,"Tramdepot Universität Irchel","2017-12-21"
8002,"Strassenverkehrsamt","2017-01-13"
8002,"Strassenverkehrsamt","2017-02-10"
8002,"Strassenverkehrsamt","2017-03-10"
8002,"Strassenverkehrsamt","2017-04-07"
8002,"Strassenverkehrsamt","2017-05-05"
8002,"Strassenverkehrsamt","2017-06-02"
8002,"Strassenverkehrsamt","2017-06-30"
8002,"Strassenverkehrsamt","2017-07-14"
8002,"Strassenverkehrsamt","2017-09-15"
8002,"Strassenverkehrsamt","2017-10-13"
8002,"Strassenverkehrsamt","2017-11-10"
8002,"Strassenverkehrsamt","2017-12-08"
8002,"Wollishofen","2017-01-09"
8002,"Wollishofen","2017-02-06"
8002,"Wollishofen","2017-03-06"
8002,"Wollishofen","2017-04-03"
8002,"Wollishofen","2017-05-29"
8002,"Wollishofen","2017-06-26"
8002,"Wollishofen","2017-08-14"
8002,"Wollishofen","2017-09-18"
8002,"Wollishofen","2017-10-16"
8002,"Wollishofen","2017-11-13"
8002,"Wollishofen","2017-12-11"
8003,"Letzigrund","2017-01-18"
8003,"Letzigrund","2017-02-15"
8003,"Letzigrund","2017-03-15"
8003,"Letzigrund","2017-04-12"
8003,"Letzigrund","2017-05-24"
8003,"Letzigrund","2017-06-21"
8003,"Letzigrund","2017-08-30"
8003,"Letzigrund","2017-09-13"
8003,"Letzigrund","2017-10-11"
8003,"Letzigrund","2017-11-08"
8003,"Letzigrund","2017-12-06"
8003,"Strassenverkehrsamt","2017-01-13"
8003,"Strassenverkehrsamt","2017-02-10"
8003,"Strassenverkehrsamt","2017-03-10"
8003,"Strassenverkehrsamt","2017-04-07"
8003,"Strassenverkehrsamt","2017-05-05"
8003,"Strassenverkehrsamt","2017-06-02"
8003,"Strassenverkehrsamt","2017-06-30"
8003,"Strassenverkehrsamt","2017-07-14"
8003,"Strassenverkehrsamt","2017-09-15"
8003,"Strassenverkehrsamt","2017-10-13"
8003,"Strassenverkehrsamt","2017-11-10"
8003,"Strassenverkehrsamt","2017-12-08"
8004,"Letzigrund","2017-01-18"
8004,"Letzigrund","2017-02-15"
8004,"Letzigrund","2017-03-15"
8004,"Letzigrund","2017-04-12"
8004,"Letzigrund","2017-05-24"
8004,"Letzigrund","2017-06-21"
8004,"Letzigrund","2017-08-30"
8004,"Letzigrund","2017-09-13"
8004,"Letzigrund","2017-10-11"
8004,"Letzigrund","2017-11-08"
8004,"Letzigrund","2017-12-06"
