"PLZ","Station","Abholdatum"
8001,"Burgwies","2017-01-30"
8001,"Burgwies","2017-02-27"
8001,"Burgwies","2017-03-27"
8001,"Burgwies","2017-05-22"
8001,"Burgwies","2017-06-19"
8001,"Burgwies","2017-08-21"
8001,"Burgwies","2017-09-25"
8001,"Burgwies","2017-10-23"
8001,"Burgwies","2017-11-20"
8001,"Burgwies","2017-12-18"
8001,"Tramdepot Hard","2017-01-07"
8001,"Tramdepot Hard","2017-02-04"
8001,"Tramdepot Hard","2017-03-04"
8001,"Tramdepot Hard","2017-04-01"
8001,"Tramdepot Hard","2017-05-13"
8001,"Tramdepot Hard","2017-06-10"
8001,"Tramdepot Hard","2017-07-08"
8001,"Tramdepot Hard","2017-08-26"
8001,"Tramdepot Hard","2017-09-09"
8001,"Tramdepot Hard","2017-10-07"
8001,"Tramdepot Hard","2017-11-04"
8001,"Tramdepot Hard","2017-12-02"
8001,"Tramdepot Universität Irchel","2017-01-12"
8001,"Tramdepot Universität Irchel","2017-02-09"
8001,"Tramdepot Universität Irchel","2017-03-09"
8001,"Tramdepot Universität Irchel","2017-04-06"
8001,"Tramdepot Universität Irchel","2017-05-04"
8001,"Tramdepot Universität Irchel","2017-06-01"
8001,"Tramdepot Universität Irchel","2017-06-29"
8001,"Tramdepot Universität Irchel","2017-07-13"
8001,"Tramdepot Universität Irchel","2017-09-14"
8001,"Tramdepot Universität Irchel","2017-10-12"
8001,"Tramdepot Universität Irchel","2017-11-09"
8001,"Tramdepot Universität Irchel","2017-12-07"
8002,"Strassenverkehrsamt","2017-01-27"
8002,"Strassenverkehrsamt","2017-02-24"
8002,"Strassenverkehrsamt","2017-03-24"
8002,"Strassenverkehrsamt","2017-04-21"
8002,"Strassenverkehrsamt","2017-05-19"
8002,"Strassenverkehrsamt","2017-06-16"
8002,"Strassenverkehrsamt","2017-08-18"
8002,"Strassenverkehrsamt","2017-09-29"
8002,"Strassenverkehrsamt","2017-10-27"
8002,"Strassenverkehrsamt","2017-11-24"
8002,"Strassenverkehrsamt","2017-12-22"
8002,"Wollishofen","2017-01-23"
8002,"Wollishofen","2017-02-20"
8002,"Wollishofen","2017-03-20"
8002,"Wollishofen","2017-04-24"
8002,"Wollishofen","2017-05-15"
8002,"Wollishofen","2017-06-12"
8002,"Wollishofen","2017-07-03"
8002,"Wollishofen","2017-09-04"
8002,"Wollishofen","2017-10-02"
8002,"Wollishofen","2017-10-30"
8002,"Wollishofen","2017-11-27"
