"PLZ";"Abholdatum"
8001;"Fr, 3. Januar 2014"
8001;"Di, 7. Januar 2014"
8001;"Fr, 10. Januar 2014"
8001;"Di, 14. Januar 2014"
8001;"Fr, 17. Januar 2014"
8001;"Di, 21. Januar 2014"
8001;"Fr, 24. Januar 2014"
8001;"Di, 28. Januar 2014"
8001;"Fr, 31. Januar 2014"
8001;"Di, 4. Februar 2014"
8001;"Fr, 7. Februar 2014"
8001;"Di, 11. Februar 2014"
8001;"Fr, 14. Februar 2014"
8001;"Di, 18. Februar 2014"
8001;"Fr, 21. Februar 2014"
8001;"Di, 25. Februar 2014"
8001;"Fr, 28. Februar 2014"
8001;"Di, 4. März 2014"
8001;"Fr, 7. März 2014"
8001;"Di, 11. März 2014"
8001;"Fr, 14. März 2014"
8001;"Di, 18. März 2014"
8001;"Fr, 21. März 2014"
8001;"Di, 25. März 2014"
8001;"Fr, 28. März 2014"
8001;"Di, 1. April 2014"
8001;"Fr, 4. April 2014"
8001;"Di, 8. April 2014"
8001;"Fr, 11. April 2014"
8001;"Di, 15. April 2014"
8001;"Di, 22. April 2014"
8001;"Fr, 25. April 2014"
8001;"Di, 29. April 2014"
8001;"Fr, 2. Mai 2014"
8001;"Di, 6. Mai 2014"
8001;"Fr, 9. Mai 2014"
8001;"Di, 13. Mai 2014"
8001;"Fr, 16. Mai 2014"
8001;"Di, 20. Mai 2014"
8001;"Fr, 23. Mai 2014"
8001;"Di, 27. Mai 2014"
8001;"Fr, 30. Mai 2014"
8001;"Di, 3. Juni 2014"
8001;"Fr, 6. Juni 2014"
8001;"Di, 10. Juni 2014"
8001;"Fr, 13. Juni 2014"
8001;"Di, 17. Juni 2014"
8001;"Fr, 20. Juni 2014"
8001;"Di, 24. Juni 2014"
8001;"Fr, 27. Juni 2014"
8001;"Di, 1. Juli 2014"
8001;"Fr, 4. Juli 2014"
8001;"Di, 8. Juli 2014"
8001;"Fr, 11. Juli 2014"
8001;"Di, 15. Juli 2014"
8001;"Fr, 18. Juli 2014"
8001;"Di, 22. Juli 2014"
8001;"Fr, 25. Juli 2014"
8001;"Di, 29. Juli 2014"
8001;"Sa, 2. August 2014"
8001;"Di, 5. August 2014"
8001;"Fr, 8. August 2014"
8001;"Di, 12. August 2014"
8001;"Fr, 15. August 2014"
8001;"Di, 19. August 2014"
8001;"Fr, 22. August 2014"
8001;"Di, 26. August 2014"
8001;"Fr, 29. August 2014"
8001;"Di, 2. September 2014"
8001;"Fr, 5. September 2014"
8001;"Di, 9. September 2014"
8001;"Fr, 12. September 2014"
8001;"Di, 16. September 2014"
8001;"Fr, 19. September 2014"
8001;"Di, 23. September 2014"
8001;"Fr, 26. September 2014"
8001;"Di, 30. September 2014"
8001;"Fr, 3. Oktober 2014"
8001;"Di, 7. Oktober 2014"
8001;"Fr, 10. Oktober 2014"
8001;"Di, 14. Oktober 2014"
8001;"Fr, 17. Oktober 2014"
8001;"Di, 21. Oktober 2014"
8001;"Fr, 24. Oktober 2014"
8001;"Di, 28. Oktober 2014"
8001;"Fr, 31. Oktober 2014"
8001;"Di, 4. November 2014"
8001;"Fr, 7. November 2014"
8001;"Di, 11. November 2014"
8001;"Fr, 14. November 2014"
8001;"Di, 18. November 2014"
8001;"Fr, 21. November 2014"
8001;"Di, 25. November 2014"
8001;"Fr, 28. November 2014"
8001;"Di, 2. Dezember 2014"
