"PLZ","Abholdatum"
8306,"2023-01-04"
8306,"2023-02-01"
8306,"2023-03-01"
8306,"2023-04-05"
8306,"2023-05-03"
8306,"2023-06-07"
8306,"2023-07-05"
8306,"2023-08-02"
8306,"2023-09-06"
8306,"2023-10-04"
8306,"2023-11-01"
8306,"2023-12-06"
