"PLZ","Abholdatum"
8306,"2023-01-07"
8306,"2023-02-04"
8306,"2023-03-04"
8306,"2023-04-01"
8306,"2023-05-06"
8306,"2023-06-03"
8306,"2023-07-01"
8306,"2023-08-05"
8306,"2023-09-02"
8306,"2023-10-07"
8306,"2023-11-04"
8306,"2023-12-02"
