gemeinde,gebiets_id,gebietsbezeichnung,sammlung,sammlung_id,datum,startzeitpunkt,zeit,titel,strasse,pdf
St. Gallen,I,St.Fiden,Kehricht,I-Kehricht,2022-04-29,2022-04-29T07:00:00+02:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,"Ackerstrasse;Bruggwiesenweg;Claudiusstrasse;Flurhofstrasse 1-138;Goldbrunnenstrasse;Goldbrunnenweg;Grossackerstrasse;Jüchstrasse;Molkenstrasse;Rehburgstrasse;Sägegässlein;Singenbergstrasse;Steigerstrasse;Steingrüeblistrasse;Antoniusstrasse;Axensteinstrasse;Bedastrasse;Birnbäumenstrasse;Brückengasse;Florastrasse;Hagenbuchstrasse;Linsebühlstrasse;Rorschacher Strasse 1-184;Singenbergstrasse Hintere;Tivoliweg;Untere Büschenstrasse;Falkensteinstrasse 1-84;Grubenweg;Hügelstrasse;Näfenackerstrasse;Neptunstrasse;Scheibenackerstrasse;Schwanenstrasse;Taeuberweg;Eisengasse;Friedaustrasse;Kleinbergstrasse;Konkordiastrasse;Rappensteinstrasse 1-28;Helvetiastrasse 21,23,25;Krontalstrasse 1-9;Krüsistrasse;Lämmlisbrunnenstrasse;Röschstrasse;Schwalbenstrasse;Sternackerstrasse;Tempelackerstrasse",https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_I_2021.pdf
St. Gallen,I,St.Fiden,Kehricht,I-Kehricht,2022-05-06,2022-05-06T07:00:00+02:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,"Ackerstrasse;Bruggwiesenweg;Claudiusstrasse;Flurhofstrasse 1-138;Goldbrunnenstrasse;Goldbrunnenweg;Grossackerstrasse;Jüchstrasse;Molkenstrasse;Rehburgstrasse;Sägegässlein;Singenbergstrasse;Steigerstrasse;Steingrüeblistrasse;Antoniusstrasse;Axensteinstrasse;Bedastrasse;Birnbäumenstrasse;Brückengasse;Florastrasse;Hagenbuchstrasse;Linsebühlstrasse;Rorschacher Strasse 1-184;Singenbergstrasse Hintere;Tivoliweg;Untere Büschenstrasse;Falkensteinstrasse 1-84;Grubenweg;Hügelstrasse;Näfenackerstrasse;Neptunstrasse;Scheibenackerstrasse;Schwanenstrasse;Taeuberweg;Eisengasse;Friedaustrasse;Kleinbergstrasse;Konkordiastrasse;Rappensteinstrasse 1-28;Helvetiastrasse 21,23,25;Krontalstrasse 1-9;Krüsistrasse;Lämmlisbrunnenstrasse;Röschstrasse;Schwalbenstrasse;Sternackerstrasse;Tempelackerstrasse",https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_I_2021.pdf
St. Gallen,I,St.Fiden,Kehricht,I-Kehricht,2022-06-03,2022-06-03T07:00:00+02:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,"Ackerstrasse;Bruggwiesenweg;Claudiusstrasse;Flurhofstrasse 1-138;Goldbrunnenstrasse;Goldbrunnenweg;Grossackerstrasse;Jüchstrasse;Molkenstrasse;Rehburgstrasse;Sägegässlein;Singenbergstrasse;Steigerstrasse;Steingrüeblistrasse;Antoniusstrasse;Axensteinstrasse;Bedastrasse;Birnbäumenstrasse;Brückengasse;Florastrasse;Hagenbuchstrasse;Linsebühlstrasse;Rorschacher Strasse 1-184;Singenbergstrasse Hintere;Tivoliweg;Untere Büschenstrasse;Falkensteinstrasse 1-84;Grubenweg;Hügelstrasse;Näfenackerstrasse;Neptunstrasse;Scheibenackerstrasse;Schwanenstrasse;Taeuberweg;Eisengasse;Friedaustrasse;Kleinbergstrasse;Konkordiastrasse;Rappensteinstrasse 1-28;Helvetiastrasse 21,23,25;Krontalstrasse 1-9;Krüsistrasse;Lämmlisbrunnenstrasse;Röschstrasse;Schwalbenstrasse;Sternackerstrasse;Tempelackerstrasse",https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_I_2021.pdf
St. Gallen,I,St.Fiden,Kehricht,I-Kehricht,2022-06-10,2022-06-10T07:00:00+02:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,"Ackerstrasse;Bruggwiesenweg;Claudiusstrasse;Flurhofstrasse 1-138;Goldbrunnenstrasse;Goldbrunnenweg;Grossackerstrasse;Jüchstrasse;Molkenstrasse;Rehburgstrasse;Sägegässlein;Singenbergstrasse;Steigerstrasse;Steingrüeblistrasse;Antoniusstrasse;Axensteinstrasse;Bedastrasse;Birnbäumenstrasse;Brückengasse;Florastrasse;Hagenbuchstrasse;Linsebühlstrasse;Rorschacher Strasse 1-184;Singenbergstrasse Hintere;Tivoliweg;Untere Büschenstrasse;Falkensteinstrasse 1-84;Grubenweg;Hügelstrasse;Näfenackerstrasse;Neptunstrasse;Scheibenackerstrasse;Schwanenstrasse;Taeuberweg;Eisengasse;Friedaustrasse;Kleinbergstrasse;Konkordiastrasse;Rappensteinstrasse 1-28;Helvetiastrasse 21,23,25;Krontalstrasse 1-9;Krüsistrasse;Lämmlisbrunnenstrasse;Röschstrasse;Schwalbenstrasse;Sternackerstrasse;Tempelackerstrasse",https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_I_2021.pdf
St. Gallen,B,Lachen,Grüngut,B-Grüngut,2021-07-12,2021-07-12T07:00:00+02:00,ab 7.00 Uhr,Grüngutsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Karton,B-Karton,2021-10-08,2021-10-08T08:00:00+02:00,ab 8.00 Uhr,Kartonsammlung ab 8.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Papier,B-Papier,2021-09-24,2021-09-24T08:00:00+02:00,ab 8.00 Uhr,Papiersammlung ab 8.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Grüngut,B-Grüngut,2021-08-23,2021-08-23T07:00:00+02:00,ab 7.00 Uhr,Grüngutsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Kehricht,B-Kehricht,2021-08-23,2021-08-23T07:00:00+02:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Grüngut,B-Grüngut,2021-08-30,2021-08-30T07:00:00+02:00,ab 7.00 Uhr,Grüngutsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Kehricht,B-Kehricht,2021-09-13,2021-09-13T07:00:00+02:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Kehricht,B-Kehricht,2021-10-11,2021-10-11T07:00:00+02:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Grüngut,B-Grüngut,2021-10-18,2021-10-18T07:00:00+02:00,ab 7.00 Uhr,Grüngutsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Kehricht,B-Kehricht,2021-10-25,2021-10-25T07:00:00+02:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Kehricht,B-Kehricht,2021-11-22,2021-11-22T07:00:00+01:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Grüngut,B-Grüngut,2021-12-20,2021-12-20T07:00:00+01:00,ab 7.00 Uhr,Grüngutsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Grüngut,B-Grüngut,2022-01-03,2022-01-03T07:00:00+01:00,ab 7.00 Uhr,Grüngutsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Kehricht,B-Kehricht,2022-01-03,2022-01-03T07:00:00+01:00,ab 7.00 Uhr,Kehrichtsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
St. Gallen,B,Lachen,Grüngut,B-Grüngut,2022-01-17,2022-01-17T07:00:00+01:00,ab 7.00 Uhr,Grüngutsammlung ab 7.00 Uhr,Büchelstrasse;Erikastrasse;Glaserstrasse;Hätterenstrasse;Isenringweg;Mattenweg;Rechenwaldstrasse;Rosenfeldstrasse;Turnerstrasse;Vonwilstrasse;Zschokkeweg;Bogenstrasse;Feldbachstrasse;Feldlistrasse;Fürstenlandstrasse;Gaiserwaldweg;Grenzstrasse;Grüningerweg;Kreuzackerstrasse;Kreuzbleichestrasse;Malvenweg;Metallstrasse;Moosmühlestrasse;Moosweg;Otmarstrasse;Stahlstrasse;Waldackerstrasse;Zschokkestrasse;Zürcher Strasse 1-114;Burgstrasse;Föhrenstrasse;Fontanastrasse;Lilienstrasse;Lustgartenstrasse;Meisenstrasse;Militärstrasse;Nordstrasse;Rechenstrasse;Salisstrasse;Schönaustrasse;Schönauweg;Schulstrasse;Sömmerlistrasse;St.Josefen-Strasse;Ulmenstrasse;Badstrasse;Dürrenmattstrasse;Gerbestrasse;Ilgenstrasse;Kamorstrasse;Paradiesstrasse;Rosenfeldweg;Schibistrasse;Schillerstrasse;Seitzstrasse;Stückelbergstrasse;Waldaustrasse;Andreasstrasse;Burgweiherweg;Gerbeweg;Leuenbergerstrasse;Moosstrasse;Schönbrunnstrasse;Zentralstrasse;Zwyssigstrasse;Zylistrasse,https://www2.stadt.sg.ch/od/Web_Abfuhrkalender_B_2021.pdf
